lead_code,total_due,dpd_bucket,state
LDSMFG_185880,342132,90-180,Maharashtra
LDSMFG_185881,209005,60-90,Tamil Nadu
LDSMFG_185882,55182,90-180,UP
LDSMFG_185883,404042,30-60,Karnataka
LDSMFG_185884,189575,60-90,Tamil Nadu
LDSMFG_185885,407602,30-60,Delhi
LDSMFG_185886,111023,60-90,Delhi
LDSMFG_185887,311463,30-60,Delhi
LDSMFG_185888,78961,60-90,Delhi
LDSMFG_185889,278256,90-180,Delhi
LDSMFG_185890,432702,30-60,Delhi
LDSMFG_185891,71028,90-180,Maharashtra
LDSMFG_185892,213082,90-180,Karnataka
LDSMFG_185893,121702,90-180,UP
LDSMFG_185894,471781,30-60,Tamil Nadu
LDSMFG_185895,61686,30-60,Maharashtra
LDSMFG_185896,50284,60-90,Delhi
LDSMFG_185897,111840,30-60,Maharashtra
LDSMFG_185898,141958,60-90,Delhi
LDSMFG_185899,412628,180+,Maharashtra
LDSMFG_185900,389459,30-60,Karnataka
LDSMFG_185901,78992,30-60,Delhi
LDSMFG_185902,196991,60-90,Maharashtra
LDSMFG_185903,34415,180+,Maharashtra
LDSMFG_185904,154128,30-60,Delhi
LDSMFG_185905,90567,180+,UP
LDSMFG_185906,27772,60-90,Delhi
LDSMFG_185907,46388,90-180,Delhi
LDSMFG_185908,57314,30-60,Maharashtra
LDSMFG_185909,347460,60-90,Tamil Nadu
LDSMFG_185910,231536,30-60,Delhi
LDSMFG_185911,384742,60-90,Karnataka
LDSMFG_185912,79181,60-90,UP
LDSMFG_185913,292068,90-180,Maharashtra
LDSMFG_185914,53221,30-60,Karnataka
LDSMFG_185915,308525,30-60,Delhi
LDSMFG_185916,360018,180+,Delhi
LDSMFG_185917,241009,30-60,Karnataka
LDSMFG_185918,181813,30-60,Tamil Nadu
LDSMFG_185919,86019,60-90,Delhi
LDSMFG_185920,284109,90-180,UP
LDSMFG_185921,171502,30-60,Tamil Nadu
LDSMFG_185922,223344,60-90,Karnataka
LDSMFG_185923,167879,60-90,Karnataka
LDSMFG_185924,20966,90-180,Maharashtra
LDSMFG_185925,9258,90-180,Maharashtra
LDSMFG_185926,274067,30-60,UP
LDSMFG_185927,228535,60-90,UP
LDSMFG_185928,113862,60-90,Karnataka
LDSMFG_185929,30605,60-90,Delhi
LDSMFG_185930,432308,90-180,Delhi
LDSMFG_185931,248545,30-60,Maharashtra
LDSMFG_185932,37868,30-60,Delhi
LDSMFG_185933,415015,90-180,Karnataka
LDSMFG_185934,485195,60-90,UP
LDSMFG_185935,80111,60-90,Karnataka
LDSMFG_185936,51210,90-180,Maharashtra
LDSMFG_185937,413446,30-60,Delhi
LDSMFG_185938,261385,30-60,Tamil Nadu
LDSMFG_185939,497563,60-90,UP
LDSMFG_185940,23130,30-60,Tamil Nadu
LDSMFG_185941,101550,90-180,UP
LDSMFG_185942,156947,30-60,Tamil Nadu
LDSMFG_185943,198980,60-90,Delhi
LDSMFG_185944,85163,90-180,UP
LDSMFG_185945,29041,30-60,Maharashtra
LDSMFG_185946,402659,30-60,Karnataka
LDSMFG_185947,276624,180+,Karnataka
LDSMFG_185948,59012,180+,Delhi
LDSMFG_185949,459699,90-180,Tamil Nadu
LDSMFG_185950,271314,30-60,Delhi
LDSMFG_185951,238524,90-180,UP
LDSMFG_185952,486345,180+,Delhi
LDSMFG_185953,37805,90-180,Maharashtra
LDSMFG_185954,439941,60-90,Tamil Nadu
LDSMFG_185955,180909,30-60,Tamil Nadu
LDSMFG_185956,179496,30-60,UP
LDSMFG_185957,9806,30-60,Karnataka
LDSMFG_185958,173683,60-90,Delhi
LDSMFG_185959,491219,30-60,Karnataka
LDSMFG_185960,496635,60-90,Maharashtra
LDSMFG_185961,127452,60-90,Delhi
LDSMFG_185962,21662,30-60,UP
LDSMFG_185963,54605,30-60,Karnataka
LDSMFG_185964,91623,90-180,Maharashtra
LDSMFG_185965,444344,60-90,Tamil Nadu
LDSMFG_185966,156920,30-60,Karnataka
LDSMFG_185967,361721,60-90,UP
LDSMFG_185968,185524,60-90,UP
LDSMFG_185969,112212,30-60,Delhi
LDSMFG_185970,11042,180+,Delhi
LDSMFG_185971,468818,90-180,UP
LDSMFG_185972,129255,60-90,Delhi
LDSMFG_185973,234570,30-60,Tamil Nadu
LDSMFG_185974,465080,30-60,Karnataka
LDSMFG_185975,208001,60-90,UP
LDSMFG_185976,255113,180+,Tamil Nadu
LDSMFG_185977,372581,60-90,Delhi
LDSMFG_185978,64323,30-60,Maharashtra
LDSMFG_185979,84297,60-90,Tamil Nadu
LDSMFG_185980,412398,180+,Tamil Nadu
LDSMFG_185981,150466,60-90,Tamil Nadu
LDSMFG_185982,454756,90-180,Delhi
LDSMFG_185983,281027,90-180,Delhi
LDSMFG_185984,285085,30-60,Tamil Nadu
LDSMFG_185985,420576,60-90,Tamil Nadu
LDSMFG_185986,192753,30-60,Karnataka
LDSMFG_185987,233269,30-60,Tamil Nadu
LDSMFG_185988,106428,60-90,Delhi
LDSMFG_185989,69048,30-60,Karnataka
LDSMFG_185990,192343,30-60,UP
LDSMFG_185991,406936,30-60,UP
LDSMFG_185992,79225,90-180,Karnataka
LDSMFG_185993,306694,30-60,Tamil Nadu
LDSMFG_185994,240674,90-180,Tamil Nadu
LDSMFG_185995,77682,60-90,Karnataka
LDSMFG_185996,498330,180+,Tamil Nadu
LDSMFG_185997,12914,30-60,UP
LDSMFG_185998,67953,90-180,UP
LDSMFG_185999,220837,60-90,UP
LDSMFG_186000,449493,30-60,Delhi
LDSMFG_186001,471093,90-180,Tamil Nadu
LDSMFG_186002,70129,60-90,Karnataka
LDSMFG_186003,496839,60-90,Tamil Nadu
LDSMFG_186004,282535,60-90,UP
LDSMFG_186005,95006,30-60,Tamil Nadu
LDSMFG_186006,123051,60-90,Karnataka
LDSMFG_186007,245137,30-60,Maharashtra
LDSMFG_186008,106690,30-60,Karnataka
LDSMFG_186009,296429,60-90,Tamil Nadu
LDSMFG_186010,99837,60-90,Delhi
LDSMFG_186011,130596,30-60,Tamil Nadu
LDSMFG_186012,41106,30-60,UP
LDSMFG_186013,127865,30-60,Karnataka
LDSMFG_186014,231725,30-60,Maharashtra
LDSMFG_186015,193660,60-90,Delhi
LDSMFG_186016,126946,60-90,Maharashtra
LDSMFG_186017,333549,90-180,Delhi
LDSMFG_186018,121147,60-90,UP
LDSMFG_186019,208392,30-60,Tamil Nadu
LDSMFG_186020,102768,60-90,Tamil Nadu
LDSMFG_186021,91029,180+,Delhi
LDSMFG_186022,12042,90-180,Delhi
LDSMFG_186023,109733,90-180,Maharashtra
LDSMFG_186024,259622,60-90,UP
LDSMFG_186025,71221,30-60,UP
LDSMFG_186026,479509,60-90,UP
LDSMFG_186027,239403,60-90,Tamil Nadu
LDSMFG_186028,379445,90-180,Delhi
LDSMFG_186029,56126,180+,Tamil Nadu
LDSMFG_186030,61746,90-180,Maharashtra
LDSMFG_186031,128891,60-90,Tamil Nadu
LDSMFG_186032,80112,30-60,Delhi
LDSMFG_186033,353202,60-90,Delhi
LDSMFG_186034,489238,90-180,Karnataka
LDSMFG_186035,239840,90-180,Tamil Nadu
LDSMFG_186036,495283,60-90,Tamil Nadu
LDSMFG_186037,108419,30-60,Maharashtra
LDSMFG_186038,429556,30-60,Karnataka
LDSMFG_186039,159865,30-60,Delhi
LDSMFG_186040,196542,60-90,Karnataka
LDSMFG_186041,21950,60-90,Tamil Nadu
LDSMFG_186042,33493,60-90,Tamil Nadu
LDSMFG_186043,127583,60-90,UP
LDSMFG_186044,473409,180+,Delhi
LDSMFG_186045,345074,90-180,Delhi
LDSMFG_186046,258057,90-180,Delhi
LDSMFG_186047,65914,60-90,Tamil Nadu
LDSMFG_186048,134659,30-60,UP
LDSMFG_186049,433449,180+,Karnataka
LDSMFG_186050,254904,30-60,Tamil Nadu
LDSMFG_186051,167111,30-60,Maharashtra
LDSMFG_186052,9348,90-180,Delhi
LDSMFG_186053,271070,30-60,Karnataka
LDSMFG_186054,160015,60-90,Maharashtra
LDSMFG_186055,98252,90-180,Maharashtra
LDSMFG_186056,213313,90-180,Tamil Nadu
LDSMFG_186057,380260,60-90,Maharashtra
LDSMFG_186058,336690,60-90,Delhi
LDSMFG_186059,253637,30-60,Tamil Nadu
LDSMFG_186060,6400,60-90,Tamil Nadu
LDSMFG_186061,372155,60-90,Maharashtra
LDSMFG_186062,358824,60-90,Delhi
LDSMFG_186063,362907,30-60,Tamil Nadu
LDSMFG_186064,136023,90-180,Tamil Nadu
LDSMFG_186065,480876,60-90,Tamil Nadu
LDSMFG_186066,257090,30-60,Maharashtra
LDSMFG_186067,415302,30-60,Delhi
LDSMFG_186068,11255,90-180,Tamil Nadu
LDSMFG_186069,133183,30-60,Maharashtra
LDSMFG_186070,304300,60-90,Karnataka
LDSMFG_186071,46915,60-90,Karnataka
LDSMFG_186072,423665,60-90,Tamil Nadu
LDSMFG_186073,97520,90-180,Delhi
LDSMFG_186074,263549,90-180,Maharashtra
LDSMFG_186075,168837,180+,Tamil Nadu
LDSMFG_186076,470879,90-180,Delhi
LDSMFG_186077,327866,30-60,Tamil Nadu
LDSMFG_186078,39588,60-90,Delhi
LDSMFG_186079,29290,60-90,Maharashtra
LDSMFG_186080,189968,60-90,Delhi
LDSMFG_186081,394205,30-60,Maharashtra
LDSMFG_186082,36699,90-180,Karnataka
LDSMFG_186083,386223,180+,Maharashtra
LDSMFG_186084,119115,30-60,Maharashtra
LDSMFG_186085,262194,30-60,Delhi
LDSMFG_186086,22763,30-60,UP
LDSMFG_186087,198995,180+,Tamil Nadu
LDSMFG_186088,324766,60-90,Tamil Nadu
LDSMFG_186089,94958,30-60,Maharashtra
LDSMFG_186090,140419,30-60,UP
LDSMFG_186091,30607,180+,UP
LDSMFG_186092,34257,30-60,Maharashtra
LDSMFG_186093,219335,30-60,Karnataka
LDSMFG_186094,157726,60-90,Maharashtra
LDSMFG_186095,218596,30-60,Delhi
LDSMFG_186096,290047,30-60,Karnataka
LDSMFG_186097,409063,90-180,Maharashtra
LDSMFG_186098,224575,180+,UP
LDSMFG_186099,445461,30-60,Delhi
LDSMFG_186100,136663,60-90,Delhi
LDSMFG_186101,29422,30-60,UP
LDSMFG_186102,68215,60-90,UP
LDSMFG_186103,60315,90-180,Karnataka
LDSMFG_186104,90874,60-90,Tamil Nadu
LDSMFG_186105,357267,90-180,Karnataka
LDSMFG_186106,52048,60-90,Maharashtra
LDSMFG_186107,175619,180+,Karnataka
LDSMFG_186108,365569,60-90,UP
LDSMFG_186109,119503,90-180,Maharashtra
LDSMFG_186110,230704,30-60,Maharashtra
LDSMFG_186111,203884,30-60,Delhi
LDSMFG_186112,32220,30-60,Karnataka
LDSMFG_186113,197489,30-60,Karnataka
LDSMFG_186114,242471,30-60,Maharashtra
LDSMFG_186115,175916,30-60,Tamil Nadu
LDSMFG_186116,104181,60-90,Delhi
LDSMFG_186117,366233,60-90,Delhi
LDSMFG_186118,88996,60-90,UP
LDSMFG_186119,52238,30-60,Karnataka
LDSMFG_186120,256431,30-60,Delhi
LDSMFG_186121,136172,90-180,Tamil Nadu
LDSMFG_186122,144639,90-180,Maharashtra
LDSMFG_186123,341517,30-60,Delhi
LDSMFG_186124,70427,60-90,Tamil Nadu
LDSMFG_186125,139454,60-90,Karnataka
LDSMFG_186126,65855,60-90,Delhi
LDSMFG_186127,420560,60-90,Karnataka
LDSMFG_186128,245308,60-90,Karnataka
LDSMFG_186129,459088,60-90,UP
LDSMFG_186130,322639,60-90,UP
LDSMFG_186131,321112,60-90,Maharashtra
LDSMFG_186132,346591,60-90,Tamil Nadu
LDSMFG_186133,449391,90-180,Tamil Nadu
LDSMFG_186134,208900,30-60,Delhi
LDSMFG_186135,427358,60-90,Maharashtra
LDSMFG_186136,97064,60-90,Karnataka
LDSMFG_186137,153501,60-90,Karnataka
LDSMFG_186138,23481,30-60,Maharashtra
LDSMFG_186139,190045,30-60,Karnataka
LDSMFG_186140,418466,60-90,Maharashtra
LDSMFG_186141,360887,90-180,Delhi
LDSMFG_186142,224201,30-60,UP
LDSMFG_186143,162662,90-180,Delhi
LDSMFG_186144,373524,90-180,Delhi
LDSMFG_186145,69641,90-180,Karnataka
LDSMFG_186146,105653,180+,Karnataka
LDSMFG_186147,426190,60-90,UP
LDSMFG_186148,218375,180+,Delhi
LDSMFG_186149,447122,60-90,Maharashtra
LDSMFG_186150,297590,60-90,Karnataka
LDSMFG_186151,269729,60-90,Delhi
LDSMFG_186152,218694,90-180,Tamil Nadu
LDSMFG_186153,138168,90-180,Tamil Nadu
LDSMFG_186154,431302,60-90,Tamil Nadu
LDSMFG_186155,439196,90-180,Delhi
LDSMFG_186156,393528,30-60,Tamil Nadu
LDSMFG_186157,265686,60-90,UP
LDSMFG_186158,120279,30-60,Karnataka
LDSMFG_186159,205712,60-90,Tamil Nadu
LDSMFG_186160,261148,30-60,Delhi
LDSMFG_186161,55612,30-60,Karnataka
LDSMFG_186162,234235,30-60,Karnataka
LDSMFG_186163,425338,90-180,Maharashtra
LDSMFG_186164,449279,60-90,Maharashtra
LDSMFG_186165,401342,180+,UP
LDSMFG_186166,165040,60-90,Maharashtra
LDSMFG_186167,441741,60-90,UP
LDSMFG_186168,44680,90-180,Delhi
LDSMFG_186169,299750,30-60,Tamil Nadu
LDSMFG_186170,224839,180+,Karnataka
LDSMFG_186171,290572,60-90,Delhi
LDSMFG_186172,436332,90-180,Maharashtra
LDSMFG_186173,268414,90-180,Maharashtra
LDSMFG_186174,257926,30-60,Karnataka
LDSMFG_186175,38049,180+,Karnataka
LDSMFG_186176,425608,30-60,Delhi
LDSMFG_186177,345224,180+,Tamil Nadu
LDSMFG_186178,354276,30-60,UP
LDSMFG_186179,232541,30-60,UP
LDSMFG_186180,137901,180+,Tamil Nadu
LDSMFG_186181,128432,30-60,UP
LDSMFG_186182,349018,30-60,Tamil Nadu
LDSMFG_186183,303651,90-180,Maharashtra
LDSMFG_186184,142348,30-60,Delhi
LDSMFG_186185,188188,30-60,Delhi
LDSMFG_186186,27000,60-90,UP
LDSMFG_186187,379869,60-90,Tamil Nadu
LDSMFG_186188,307675,90-180,Delhi
LDSMFG_186189,131347,30-60,Tamil Nadu
LDSMFG_186190,216845,180+,Karnataka
LDSMFG_186191,152356,30-60,Maharashtra
LDSMFG_186192,458484,90-180,Karnataka
LDSMFG_186193,106111,90-180,Karnataka
LDSMFG_186194,7919,60-90,Tamil Nadu
LDSMFG_186195,409412,180+,Tamil Nadu
LDSMFG_186196,448938,60-90,Tamil Nadu
LDSMFG_186197,162944,90-180,UP
LDSMFG_186198,428754,30-60,Maharashtra
LDSMFG_186199,207364,30-60,Tamil Nadu
LDSMFG_186200,404923,30-60,Karnataka
LDSMFG_186201,490664,90-180,Tamil Nadu
LDSMFG_186202,228640,60-90,Karnataka
LDSMFG_186203,355940,60-90,Delhi
LDSMFG_186204,214204,60-90,UP
LDSMFG_186205,488388,60-90,Maharashtra
LDSMFG_186206,24959,30-60,Tamil Nadu
LDSMFG_186207,319124,30-60,UP
LDSMFG_186208,286102,90-180,Delhi
LDSMFG_186209,467134,180+,Maharashtra
LDSMFG_186210,205372,30-60,Karnataka
LDSMFG_186211,179279,60-90,Karnataka
LDSMFG_186212,20150,90-180,UP
LDSMFG_186213,401640,180+,UP
LDSMFG_186214,55250,60-90,Karnataka
LDSMFG_186215,150343,30-60,Karnataka
LDSMFG_186216,343675,60-90,Karnataka
LDSMFG_186217,280726,60-90,Maharashtra
LDSMFG_186218,214940,60-90,Maharashtra
LDSMFG_186219,311211,30-60,Tamil Nadu
LDSMFG_186220,201805,30-60,Delhi
LDSMFG_186221,264224,90-180,Karnataka
LDSMFG_186222,129971,180+,Karnataka
LDSMFG_186223,335368,60-90,Maharashtra
LDSMFG_186224,12098,60-90,Maharashtra
LDSMFG_186225,158585,30-60,Karnataka
LDSMFG_186226,113064,30-60,Karnataka
LDSMFG_186227,14062,30-60,UP
LDSMFG_186228,71045,30-60,Tamil Nadu
LDSMFG_186229,475977,30-60,Karnataka
LDSMFG_186230,359712,30-60,UP
LDSMFG_186231,99503,30-60,Karnataka
LDSMFG_186232,323393,30-60,Delhi
LDSMFG_186233,482024,180+,UP
LDSMFG_186234,167418,30-60,Maharashtra
LDSMFG_186235,201453,60-90,Tamil Nadu
LDSMFG_186236,367698,30-60,Maharashtra
LDSMFG_186237,42439,60-90,Delhi
LDSMFG_186238,141082,30-60,Delhi
LDSMFG_186239,268128,60-90,Karnataka
LDSMFG_186240,300707,30-60,Delhi
LDSMFG_186241,379494,60-90,Delhi
LDSMFG_186242,464599,30-60,Tamil Nadu
LDSMFG_186243,121079,60-90,UP
LDSMFG_186244,110897,90-180,Tamil Nadu
LDSMFG_186245,135257,60-90,UP
LDSMFG_186246,223709,180+,UP
LDSMFG_186247,286521,30-60,Karnataka
LDSMFG_186248,405843,30-60,UP
LDSMFG_186249,435441,30-60,Karnataka
LDSMFG_186250,173411,30-60,UP
LDSMFG_186251,279735,30-60,Maharashtra
LDSMFG_186252,293952,30-60,Karnataka
LDSMFG_186253,359568,30-60,Maharashtra
LDSMFG_186254,276773,30-60,Karnataka
LDSMFG_186255,62745,30-60,Tamil Nadu
LDSMFG_186256,490548,30-60,Maharashtra
LDSMFG_186257,379487,180+,Tamil Nadu
LDSMFG_186258,120565,180+,Karnataka
LDSMFG_186259,24538,30-60,Karnataka
LDSMFG_186260,67785,90-180,Tamil Nadu
LDSMFG_186261,292626,30-60,UP
LDSMFG_186262,222433,60-90,Tamil Nadu
LDSMFG_186263,6095,60-90,Maharashtra
LDSMFG_186264,49482,180+,Karnataka
LDSMFG_186265,301718,60-90,Delhi
LDSMFG_186266,125684,60-90,Karnataka
LDSMFG_186267,315055,180+,Delhi
LDSMFG_186268,55828,30-60,Tamil Nadu
LDSMFG_186269,78935,60-90,Maharashtra
LDSMFG_186270,342237,30-60,Tamil Nadu
LDSMFG_186271,67496,30-60,UP
LDSMFG_186272,10501,90-180,Karnataka
LDSMFG_186273,129289,60-90,Delhi
LDSMFG_186274,241652,30-60,Tamil Nadu
LDSMFG_186275,165732,60-90,Delhi
LDSMFG_186276,311029,180+,Maharashtra
LDSMFG_186277,312361,30-60,Karnataka
LDSMFG_186278,277399,30-60,Karnataka
LDSMFG_186279,192405,60-90,Maharashtra
LDSMFG_186280,130670,30-60,Maharashtra
LDSMFG_186281,291965,90-180,Karnataka
LDSMFG_186282,460725,180+,Karnataka
LDSMFG_186283,135865,30-60,Karnataka
LDSMFG_186284,94988,30-60,Maharashtra
LDSMFG_186285,56754,60-90,Karnataka
LDSMFG_186286,348441,60-90,Maharashtra
LDSMFG_186287,157623,60-90,UP
LDSMFG_186288,19015,60-90,Tamil Nadu
LDSMFG_186289,90401,90-180,Tamil Nadu
LDSMFG_186290,265809,30-60,Maharashtra
LDSMFG_186291,219469,90-180,Tamil Nadu
LDSMFG_186292,355349,30-60,Karnataka
LDSMFG_186293,138569,90-180,Karnataka
LDSMFG_186294,460868,90-180,Tamil Nadu
LDSMFG_186295,10850,180+,Maharashtra
LDSMFG_186296,334467,60-90,Delhi
LDSMFG_186297,395092,30-60,Delhi
LDSMFG_186298,318108,60-90,UP
LDSMFG_186299,233150,30-60,Karnataka
LDSMFG_186300,492539,60-90,Tamil Nadu
LDSMFG_186301,384755,90-180,Maharashtra
LDSMFG_186302,105865,180+,Maharashtra
LDSMFG_186303,220938,30-60,UP
LDSMFG_186304,230292,60-90,Delhi
LDSMFG_186305,457884,180+,Karnataka
LDSMFG_186306,217896,60-90,Tamil Nadu
LDSMFG_186307,264323,180+,UP
LDSMFG_186308,104219,60-90,Delhi
LDSMFG_186309,96004,90-180,Tamil Nadu
LDSMFG_186310,27755,30-60,Delhi
LDSMFG_186311,274457,30-60,Karnataka
LDSMFG_186312,132192,30-60,Tamil Nadu
LDSMFG_186313,81524,30-60,Tamil Nadu
LDSMFG_186314,33965,60-90,UP
LDSMFG_186315,286343,90-180,Tamil Nadu
LDSMFG_186316,445600,30-60,Karnataka
LDSMFG_186317,223277,30-60,Delhi
LDSMFG_186318,182294,90-180,Tamil Nadu
LDSMFG_186319,370041,30-60,Delhi
LDSMFG_186320,399192,60-90,Delhi
LDSMFG_186321,22133,30-60,Maharashtra
LDSMFG_186322,467307,60-90,Maharashtra
LDSMFG_186323,454948,60-90,UP
LDSMFG_186324,288327,180+,UP
LDSMFG_186325,110759,90-180,Maharashtra
LDSMFG_186326,24399,30-60,Delhi
LDSMFG_186327,147890,60-90,UP
LDSMFG_186328,46228,60-90,Tamil Nadu
LDSMFG_186329,494680,60-90,Delhi
LDSMFG_186330,204636,30-60,UP
LDSMFG_186331,257208,30-60,UP
LDSMFG_186332,489339,30-60,Karnataka
LDSMFG_186333,113631,30-60,UP
LDSMFG_186334,468991,90-180,Karnataka
LDSMFG_186335,481384,60-90,UP
LDSMFG_186336,213007,30-60,Delhi
LDSMFG_186337,390786,90-180,Delhi
LDSMFG_186338,229155,90-180,Karnataka
LDSMFG_186339,194138,30-60,UP
LDSMFG_186340,366853,30-60,Maharashtra
LDSMFG_186341,486290,30-60,Maharashtra
LDSMFG_186342,120126,30-60,Tamil Nadu
LDSMFG_186343,20369,90-180,Karnataka
LDSMFG_186344,283842,30-60,Delhi
LDSMFG_186345,498632,90-180,Karnataka
LDSMFG_186346,321292,180+,Maharashtra
LDSMFG_186347,120279,30-60,Tamil Nadu
LDSMFG_186348,182619,60-90,Karnataka
LDSMFG_186349,429851,30-60,Karnataka
LDSMFG_186350,332259,30-60,Delhi
LDSMFG_186351,427532,180+,Karnataka
LDSMFG_186352,168439,30-60,UP
LDSMFG_186353,181322,60-90,Delhi
LDSMFG_186354,190757,60-90,Karnataka
LDSMFG_186355,434654,60-90,Karnataka
LDSMFG_186356,381481,180+,Delhi
LDSMFG_186357,193272,90-180,Delhi
LDSMFG_186358,154365,180+,Maharashtra
LDSMFG_186359,127715,60-90,Maharashtra
LDSMFG_186360,148360,60-90,Delhi
LDSMFG_186361,468215,30-60,Tamil Nadu
LDSMFG_186362,264994,180+,UP
LDSMFG_186363,208382,30-60,Karnataka
LDSMFG_186364,498943,30-60,Delhi
LDSMFG_186365,299653,30-60,Maharashtra
LDSMFG_186366,409670,60-90,Karnataka
LDSMFG_186367,132265,90-180,Karnataka
LDSMFG_186368,397030,60-90,Maharashtra
LDSMFG_186369,444071,180+,Karnataka
LDSMFG_186370,495099,90-180,Tamil Nadu
LDSMFG_186371,417870,30-60,Maharashtra
LDSMFG_186372,197746,180+,Tamil Nadu
LDSMFG_186373,30829,60-90,Tamil Nadu
LDSMFG_186374,327785,30-60,UP
LDSMFG_186375,497973,60-90,Karnataka
LDSMFG_186376,496715,60-90,Tamil Nadu
LDSMFG_186377,321882,60-90,Tamil Nadu
LDSMFG_186378,265536,180+,Delhi
LDSMFG_186379,276125,30-60,UP
LDSMFG_186380,392228,60-90,UP
LDSMFG_186381,409475,30-60,UP
LDSMFG_186382,172393,180+,Karnataka
LDSMFG_186383,378089,180+,Maharashtra
LDSMFG_186384,439988,90-180,Karnataka
LDSMFG_186385,166452,30-60,Karnataka
LDSMFG_186386,40348,60-90,UP
LDSMFG_186387,227715,30-60,Maharashtra
LDSMFG_186388,422765,60-90,Maharashtra
LDSMFG_186389,300316,30-60,UP
LDSMFG_186390,360003,90-180,Delhi
LDSMFG_186391,275288,90-180,Tamil Nadu
LDSMFG_186392,286372,30-60,Maharashtra
LDSMFG_186393,72872,180+,Delhi
LDSMFG_186394,176686,30-60,UP
LDSMFG_186395,19013,90-180,Delhi
LDSMFG_186396,463841,30-60,Delhi
LDSMFG_186397,485198,30-60,Maharashtra
LDSMFG_186398,166068,60-90,Maharashtra
LDSMFG_186399,428353,30-60,Delhi
LDSMFG_186400,491901,30-60,Karnataka
LDSMFG_186401,388560,60-90,Delhi
LDSMFG_186402,473561,30-60,Maharashtra
LDSMFG_186403,35080,30-60,Karnataka
LDSMFG_186404,188818,60-90,Karnataka
LDSMFG_186405,80253,180+,Karnataka
LDSMFG_186406,249693,180+,UP
LDSMFG_186407,215168,60-90,Karnataka
LDSMFG_186408,358951,90-180,UP
LDSMFG_186409,295410,60-90,UP
LDSMFG_186410,107345,30-60,Delhi
LDSMFG_186411,430904,180+,Maharashtra
LDSMFG_186412,49122,90-180,UP
LDSMFG_186413,95864,30-60,Tamil Nadu
LDSMFG_186414,136787,180+,Tamil Nadu
LDSMFG_186415,379685,30-60,Maharashtra
LDSMFG_186416,413379,30-60,UP
LDSMFG_186417,417041,60-90,Delhi
LDSMFG_186418,226131,60-90,Delhi
LDSMFG_186419,385261,60-90,Tamil Nadu
LDSMFG_186420,43036,30-60,Karnataka
LDSMFG_186421,128354,30-60,Tamil Nadu
LDSMFG_186422,188045,30-60,Delhi
LDSMFG_186423,315949,30-60,Tamil Nadu
LDSMFG_186424,422660,90-180,Karnataka
LDSMFG_186425,227835,30-60,Delhi
LDSMFG_186426,396609,30-60,Maharashtra
LDSMFG_186427,60303,180+,Maharashtra
LDSMFG_186428,421996,30-60,Karnataka
LDSMFG_186429,375757,60-90,Tamil Nadu
LDSMFG_186430,378438,30-60,Maharashtra
LDSMFG_186431,152105,30-60,Maharashtra
LDSMFG_186432,213560,30-60,Maharashtra
LDSMFG_186433,113583,60-90,Delhi
LDSMFG_186434,417501,30-60,Delhi
LDSMFG_186435,122788,30-60,Karnataka
LDSMFG_186436,483728,30-60,UP
LDSMFG_186437,393679,30-60,Tamil Nadu
LDSMFG_186438,422974,90-180,Delhi
LDSMFG_186439,165682,60-90,Delhi
LDSMFG_186440,224657,60-90,Tamil Nadu
LDSMFG_186441,437816,30-60,UP
LDSMFG_186442,47582,90-180,Tamil Nadu
LDSMFG_186443,365531,30-60,Delhi
LDSMFG_186444,332052,60-90,Delhi
LDSMFG_186445,87005,180+,Delhi
LDSMFG_186446,408150,60-90,Tamil Nadu
LDSMFG_186447,120998,90-180,UP
LDSMFG_186448,52647,30-60,Delhi
LDSMFG_186449,14132,60-90,Karnataka
LDSMFG_186450,153492,30-60,Karnataka
LDSMFG_186451,88320,90-180,UP
LDSMFG_186452,41248,30-60,Delhi
LDSMFG_186453,58972,60-90,Maharashtra
LDSMFG_186454,65355,60-90,UP
LDSMFG_186455,239089,90-180,Delhi
LDSMFG_186456,322454,60-90,Maharashtra
LDSMFG_186457,262855,90-180,Karnataka
LDSMFG_186458,202332,180+,Delhi
LDSMFG_186459,300099,60-90,Karnataka
LDSMFG_186460,224369,30-60,Karnataka
LDSMFG_186461,68348,60-90,Karnataka
LDSMFG_186462,494223,60-90,Karnataka
LDSMFG_186463,321126,30-60,Karnataka
LDSMFG_186464,40540,30-60,Maharashtra
LDSMFG_186465,135188,30-60,Maharashtra
LDSMFG_186466,368028,60-90,Maharashtra
LDSMFG_186467,451068,30-60,Maharashtra
LDSMFG_186468,24323,30-60,Maharashtra
LDSMFG_186469,202746,90-180,Karnataka
LDSMFG_186470,274355,60-90,Karnataka
LDSMFG_186471,324691,180+,UP
LDSMFG_186472,225632,30-60,Karnataka
LDSMFG_186473,254140,30-60,Karnataka
LDSMFG_186474,52003,90-180,Delhi
LDSMFG_186475,252105,60-90,Tamil Nadu
LDSMFG_186476,299292,60-90,Delhi
LDSMFG_186477,423152,60-90,Tamil Nadu
LDSMFG_186478,395269,90-180,Karnataka
LDSMFG_186479,120831,60-90,Karnataka
LDSMFG_186480,365661,30-60,Tamil Nadu
LDSMFG_186481,350912,90-180,Karnataka
LDSMFG_186482,196798,60-90,Tamil Nadu
LDSMFG_186483,251401,30-60,Maharashtra
LDSMFG_186484,71141,30-60,Karnataka
LDSMFG_186485,151496,90-180,Maharashtra
LDSMFG_186486,414965,180+,Karnataka
LDSMFG_186487,88148,60-90,UP
