lead_code,sent_at,status,response_message,read_at
LDSMFG_174615,2025-01-09,READ,,2025-01-09 14:00:00
LDSMFG_197549,2025-01-02,READ,,2025-01-02 19:00:00
LDSMFG_158640,2025-01-06,DELIVERED,,
LDSMFG_111584,2025-01-27,FAILED,,
LDSMFG_104634,2025-01-15,DELIVERED,Pay link?,
LDSMFG_139916,2025-01-19,READ,,2025-01-19 14:00:00
LDSMFG_129970,2025-01-16,READ,,2025-01-16 03:00:00
LDSMFG_108907,2025-01-25,DELIVERED,,
LDSMFG_131539,2025-01-15,DELIVERED,,
LDSMFG_179012,2025-01-19,READ,,2025-01-19 15:00:00
LDSMFG_199944,2025-01-22,DELIVERED,Wrong number,
LDSMFG_118652,2025-01-08,DELIVERED,,
LDSMFG_160345,2025-01-17,DELIVERED,,
LDSMFG_175020,2025-01-17,READ,,2025-01-17 07:00:00
LDSMFG_111722,2025-01-28,DELIVERED,,
LDSMFG_187282,2025-01-28,READ,,2025-01-28 23:00:00
LDSMFG_158893,2025-01-29,DELIVERED,,
LDSMFG_135555,2025-01-29,READ,,2025-01-29 16:00:00
LDSMFG_169109,2025-01-20,DELIVERED,,
LDSMFG_104947,2025-01-19,DELIVERED,,
LDSMFG_164622,2025-01-26,DELIVERED,,
LDSMFG_172230,2025-01-16,READ,,2025-01-16 20:00:00
LDSMFG_162126,2025-01-01,DELIVERED,,
LDSMFG_190187,2025-01-03,READ,,2025-01-03 05:00:00
LDSMFG_140435,2025-01-04,DELIVERED,,
LDSMFG_145732,2025-01-07,DELIVERED,,
LDSMFG_128106,2025-01-23,READ,,2025-01-23 10:00:00
LDSMFG_106589,2025-01-02,DELIVERED,,
LDSMFG_114107,2025-01-18,READ,Pay link?,2025-01-18 07:00:00
LDSMFG_188041,2025-01-29,DELIVERED,,
LDSMFG_136403,2025-01-01,DELIVERED,,
LDSMFG_133308,2025-01-07,READ,,2025-01-07 05:00:00
LDSMFG_109251,2025-01-23,DELIVERED,,
LDSMFG_127869,2025-01-18,READ,,2025-01-18 14:00:00
LDSMFG_169629,2025-01-02,READ,,2025-01-02 14:00:00
LDSMFG_128133,2025-01-01,DELIVERED,,
LDSMFG_193764,2025-01-03,READ,,2025-01-03 13:00:00
LDSMFG_199462,2025-01-23,DELIVERED,,
LDSMFG_183594,2025-01-19,DELIVERED,,
LDSMFG_182022,2025-01-12,READ,Pay link?,2025-01-12 18:00:00
LDSMFG_111058,2025-01-15,READ,,2025-01-15 14:00:00
LDSMFG_121804,2025-01-07,DELIVERED,Wrong number,
LDSMFG_175702,2025-01-14,DELIVERED,,
LDSMFG_170892,2025-01-14,DELIVERED,Pay link?,
LDSMFG_142069,2025-01-23,READ,,2025-01-23 05:00:00
LDSMFG_183295,2025-01-02,DELIVERED,,
LDSMFG_156302,2025-01-29,READ,,2025-01-29 11:00:00
LDSMFG_133150,2025-01-17,READ,,2025-01-17 03:00:00
LDSMFG_160606,2025-01-23,READ,,2025-01-23 05:00:00
LDSMFG_170744,2025-01-27,DELIVERED,,
LDSMFG_189739,2025-01-20,READ,,2025-01-20 06:00:00
LDSMFG_125629,2025-01-18,DELIVERED,,
LDSMFG_156764,2025-01-18,READ,,2025-01-18 22:00:00
LDSMFG_199812,2025-01-06,DELIVERED,,
LDSMFG_119744,2025-01-24,READ,,2025-01-24 05:00:00
LDSMFG_179934,2025-01-21,DELIVERED,,
LDSMFG_184119,2025-01-21,DELIVERED,,
LDSMFG_136329,2025-01-29,FAILED,,
LDSMFG_105651,2025-01-22,READ,,2025-01-22 19:00:00
LDSMFG_189739,2025-01-05,FAILED,,
LDSMFG_164246,2025-01-18,DELIVERED,,
LDSMFG_170023,2025-01-08,DELIVERED,,
LDSMFG_155465,2025-01-28,READ,,2025-01-28 05:00:00
LDSMFG_137802,2025-01-05,DELIVERED,,
LDSMFG_172459,2025-01-25,READ,,2025-01-25 05:00:00
LDSMFG_151860,2025-01-03,READ,,2025-01-03 06:00:00
LDSMFG_180990,2025-01-24,DELIVERED,,
LDSMFG_122409,2025-01-07,DELIVERED,Pay link?,
LDSMFG_185606,2025-01-25,READ,,2025-01-25 18:00:00
LDSMFG_184508,2025-01-08,READ,,2025-01-08 10:00:00
LDSMFG_157346,2025-01-30,READ,,2025-01-30 17:00:00
LDSMFG_169067,2025-01-03,READ,,2025-01-03 15:00:00
LDSMFG_129075,2025-01-11,DELIVERED,Pay link?,
LDSMFG_183284,2025-01-02,DELIVERED,Pay link?,
LDSMFG_174931,2025-01-22,READ,,2025-01-22 07:00:00
LDSMFG_137602,2025-01-01,DELIVERED,,
LDSMFG_108820,2025-01-08,DELIVERED,,
LDSMFG_187753,2025-01-18,READ,,2025-01-18 11:00:00
LDSMFG_129259,2025-01-05,FAILED,,
LDSMFG_101409,2025-01-30,DELIVERED,,
LDSMFG_147717,2025-01-29,DELIVERED,Wrong number,
LDSMFG_122784,2025-01-05,READ,,2025-01-05 07:00:00
LDSMFG_101450,2025-01-06,FAILED,,
LDSMFG_189782,2025-01-06,DELIVERED,,
LDSMFG_195415,2025-01-03,DELIVERED,,
LDSMFG_149335,2025-01-06,DELIVERED,,
LDSMFG_181004,2025-01-15,READ,,2025-01-15 20:00:00
LDSMFG_126901,2025-01-03,READ,,2025-01-03 14:00:00
LDSMFG_153035,2025-01-06,READ,,2025-01-06 06:00:00
LDSMFG_141033,2025-01-19,DELIVERED,,
LDSMFG_137175,2025-01-29,DELIVERED,,
LDSMFG_151343,2025-01-11,READ,,2025-01-11 08:00:00
LDSMFG_136666,2025-01-16,FAILED,,
LDSMFG_104058,2025-01-16,READ,,2025-01-16 23:00:00
LDSMFG_186993,2025-01-12,DELIVERED,,
LDSMFG_121181,2025-01-12,FAILED,,
LDSMFG_164811,2025-01-18,DELIVERED,,
LDSMFG_119467,2025-01-06,READ,,2025-01-06 03:00:00
LDSMFG_107553,2025-01-07,READ,,2025-01-07 14:00:00
LDSMFG_128106,2025-01-05,DELIVERED,,
LDSMFG_114000,2025-01-21,READ,,2025-01-21 03:00:00
LDSMFG_184102,2025-01-17,DELIVERED,,
LDSMFG_159763,2025-01-15,READ,,2025-01-15 09:00:00
LDSMFG_169313,2025-01-10,DELIVERED,,
LDSMFG_182815,2025-01-23,READ,Wrong number,2025-01-23 13:00:00
LDSMFG_148123,2025-01-23,READ,,2025-01-23 07:00:00
LDSMFG_134823,2025-01-19,DELIVERED,,
LDSMFG_138087,2025-01-03,READ,,2025-01-03 09:00:00
LDSMFG_117656,2025-01-28,DELIVERED,,
LDSMFG_198487,2025-01-08,FAILED,,
LDSMFG_154846,2025-01-09,DELIVERED,,
LDSMFG_184311,2025-01-01,DELIVERED,,
LDSMFG_163994,2025-01-13,FAILED,,
LDSMFG_184621,2025-01-17,DELIVERED,,
LDSMFG_121179,2025-01-20,DELIVERED,,
LDSMFG_162416,2025-01-01,DELIVERED,,
LDSMFG_135269,2025-01-02,FAILED,,
LDSMFG_144421,2025-01-17,READ,,2025-01-17 20:00:00
LDSMFG_161611,2025-01-11,FAILED,,
LDSMFG_154015,2025-01-21,READ,Wrong number,2025-01-21 04:00:00
LDSMFG_175251,2025-01-18,DELIVERED,,
LDSMFG_124445,2025-01-06,FAILED,,
LDSMFG_125100,2025-01-30,DELIVERED,,
LDSMFG_138997,2025-01-01,READ,,2025-01-01 06:00:00
LDSMFG_144934,2025-01-02,DELIVERED,,
LDSMFG_118603,2025-01-02,READ,,2025-01-02 18:00:00
LDSMFG_120557,2025-01-01,READ,,2025-01-01 22:00:00
LDSMFG_129759,2025-01-28,FAILED,,
LDSMFG_163235,2025-01-24,DELIVERED,,
LDSMFG_103373,2025-01-15,READ,,2025-01-15 19:00:00
LDSMFG_102775,2025-01-03,READ,,2025-01-03 05:00:00
LDSMFG_159213,2025-01-22,DELIVERED,,
LDSMFG_115590,2025-01-02,READ,,2025-01-02 11:00:00
LDSMFG_135999,2025-01-27,READ,Pay link?,2025-01-27 03:00:00
LDSMFG_110375,2025-01-17,READ,,2025-01-17 22:00:00
LDSMFG_128881,2025-01-20,DELIVERED,,
LDSMFG_140618,2025-01-28,READ,,2025-01-28 13:00:00
LDSMFG_180020,2025-01-22,READ,,2025-01-22 13:00:00
LDSMFG_138783,2025-01-25,READ,,2025-01-25 13:00:00
LDSMFG_148332,2025-01-19,FAILED,,
LDSMFG_113647,2025-01-07,DELIVERED,,
LDSMFG_110364,2025-01-29,DELIVERED,Wrong number,
LDSMFG_126191,2025-01-09,READ,,2025-01-09 11:00:00
LDSMFG_184011,2025-01-07,READ,Wrong number,2025-01-07 12:00:00
LDSMFG_143587,2025-01-29,DELIVERED,,
LDSMFG_127055,2025-01-18,DELIVERED,,
LDSMFG_195834,2025-01-06,READ,,2025-01-06 01:00:00
LDSMFG_109806,2025-01-01,READ,,2025-01-01 19:00:00
LDSMFG_198153,2025-01-01,READ,Wrong number,2025-01-01 08:00:00
LDSMFG_118228,2025-01-25,DELIVERED,,
LDSMFG_188625,2025-01-25,READ,,2025-01-25 12:00:00
LDSMFG_142975,2025-01-16,READ,,2025-01-16 18:00:00
LDSMFG_140808,2025-01-09,READ,,2025-01-09 19:00:00
LDSMFG_120811,2025-01-22,READ,Pay link?,2025-01-22 14:00:00
LDSMFG_169326,2025-01-08,FAILED,,
LDSMFG_193321,2025-01-30,FAILED,,
LDSMFG_162726,2025-01-29,READ,Wrong number,2025-01-29 02:00:00
LDSMFG_193739,2025-01-05,DELIVERED,,
LDSMFG_119626,2025-01-20,READ,,2025-01-20 10:00:00
LDSMFG_185978,2025-01-16,READ,,2025-01-16 21:00:00
LDSMFG_179808,2025-01-04,READ,Pay link?,2025-01-04 02:00:00
LDSMFG_108314,2025-01-08,DELIVERED,,
LDSMFG_145519,2025-01-24,READ,,2025-01-24 03:00:00
LDSMFG_180266,2025-01-04,FAILED,,
LDSMFG_135627,2025-01-24,DELIVERED,,
LDSMFG_142414,2025-01-05,DELIVERED,,
LDSMFG_196643,2025-01-08,DELIVERED,,
LDSMFG_139323,2025-01-19,READ,,2025-01-19 11:00:00
LDSMFG_163655,2025-01-01,DELIVERED,,
LDSMFG_195066,2025-01-13,FAILED,,
LDSMFG_155383,2025-01-12,READ,,2025-01-12 21:00:00
LDSMFG_158995,2025-01-01,READ,,2025-01-01 08:00:00
LDSMFG_135736,2025-01-05,DELIVERED,,
LDSMFG_184013,2025-01-13,READ,Pay link?,2025-01-13 10:00:00
LDSMFG_192733,2025-01-05,DELIVERED,,
LDSMFG_175000,2025-01-06,DELIVERED,,
LDSMFG_189697,2025-01-27,DELIVERED,,
LDSMFG_167802,2025-01-12,READ,,2025-01-12 14:00:00
LDSMFG_100505,2025-01-22,READ,,2025-01-22 14:00:00
LDSMFG_197484,2025-01-21,READ,,2025-01-21 03:00:00
LDSMFG_189289,2025-01-06,READ,Wrong number,2025-01-06 01:00:00
LDSMFG_195014,2025-01-22,DELIVERED,,
LDSMFG_184169,2025-01-29,READ,,2025-01-29 02:00:00
LDSMFG_188410,2025-01-19,READ,,2025-01-19 17:00:00
LDSMFG_126459,2025-01-18,DELIVERED,,
LDSMFG_147029,2025-01-02,FAILED,,
LDSMFG_152427,2025-01-27,READ,Wrong number,2025-01-27 13:00:00
LDSMFG_179131,2025-01-13,READ,,2025-01-13 01:00:00
LDSMFG_134168,2025-01-06,DELIVERED,,
LDSMFG_170078,2025-01-17,DELIVERED,,
LDSMFG_154217,2025-01-15,READ,,2025-01-15 14:00:00
LDSMFG_157059,2025-01-03,READ,Wrong number,2025-01-03 09:00:00
LDSMFG_173178,2025-01-18,READ,,2025-01-18 02:00:00
LDSMFG_155895,2025-01-14,READ,,2025-01-14 09:00:00
LDSMFG_107551,2025-01-01,DELIVERED,,
LDSMFG_144755,2025-01-20,DELIVERED,,
LDSMFG_159742,2025-01-02,READ,,2025-01-02 03:00:00
LDSMFG_150856,2025-01-05,READ,Pay link?,2025-01-05 21:00:00
LDSMFG_124272,2025-01-20,READ,,2025-01-20 08:00:00
LDSMFG_133645,2025-01-10,DELIVERED,,
LDSMFG_188674,2025-01-14,FAILED,,
LDSMFG_173418,2025-01-04,READ,,2025-01-04 06:00:00
LDSMFG_182422,2025-01-23,READ,,2025-01-23 01:00:00
LDSMFG_123729,2025-01-22,DELIVERED,,
LDSMFG_165989,2025-01-28,DELIVERED,,
LDSMFG_167438,2025-01-18,READ,Wrong number,2025-01-18 02:00:00
LDSMFG_124994,2025-01-03,DELIVERED,,
LDSMFG_132309,2025-01-18,READ,,2025-01-18 01:00:00
LDSMFG_128404,2025-01-23,DELIVERED,Wrong number,
LDSMFG_129764,2025-01-17,DELIVERED,,
LDSMFG_102786,2025-01-12,READ,,2025-01-12 03:00:00
LDSMFG_109201,2025-01-10,READ,,2025-01-10 18:00:00
LDSMFG_151653,2025-01-08,DELIVERED,,
LDSMFG_139231,2025-01-26,READ,,2025-01-26 09:00:00
LDSMFG_182459,2025-01-29,READ,Pay link?,2025-01-29 09:00:00
LDSMFG_169246,2025-01-07,READ,,2025-01-07 09:00:00
LDSMFG_153556,2025-01-21,DELIVERED,,
LDSMFG_101730,2025-01-30,READ,,2025-01-30 11:00:00
LDSMFG_139453,2025-01-16,FAILED,,
LDSMFG_115082,2025-01-17,READ,,2025-01-17 20:00:00
LDSMFG_179608,2025-01-02,DELIVERED,,
LDSMFG_146976,2025-01-29,READ,,2025-01-29 18:00:00
LDSMFG_187739,2025-01-11,DELIVERED,,
LDSMFG_128903,2025-01-11,READ,,2025-01-11 03:00:00
LDSMFG_114159,2025-01-15,READ,,2025-01-15 10:00:00
LDSMFG_129483,2025-01-16,DELIVERED,,
LDSMFG_154270,2025-01-01,DELIVERED,,
LDSMFG_177380,2025-01-12,DELIVERED,,
LDSMFG_157115,2025-01-16,DELIVERED,,
LDSMFG_168338,2025-01-13,DELIVERED,,
LDSMFG_118716,2025-01-06,DELIVERED,Wrong number,
LDSMFG_112585,2025-01-03,FAILED,,
LDSMFG_133840,2025-01-21,DELIVERED,,
LDSMFG_196016,2025-01-17,FAILED,,
LDSMFG_179726,2025-01-25,DELIVERED,,
LDSMFG_177230,2025-01-20,DELIVERED,,
LDSMFG_181266,2025-01-29,READ,Wrong number,2025-01-29 16:00:00
LDSMFG_100430,2025-01-08,FAILED,,
LDSMFG_104212,2025-01-17,DELIVERED,,
LDSMFG_182445,2025-01-17,READ,Wrong number,2025-01-17 13:00:00
LDSMFG_129609,2025-01-27,DELIVERED,Wrong number,
LDSMFG_129166,2025-01-16,DELIVERED,Pay link?,
LDSMFG_175127,2025-01-25,READ,,2025-01-25 09:00:00
LDSMFG_139882,2025-01-17,DELIVERED,,
LDSMFG_155384,2025-01-02,READ,,2025-01-02 22:00:00
LDSMFG_126707,2025-01-30,DELIVERED,,
LDSMFG_193838,2025-01-06,DELIVERED,,
LDSMFG_104386,2025-01-29,FAILED,,
LDSMFG_122869,2025-01-11,DELIVERED,,
LDSMFG_117914,2025-01-09,READ,,2025-01-09 09:00:00
LDSMFG_163233,2025-01-01,READ,,2025-01-01 14:00:00
LDSMFG_178898,2025-01-15,DELIVERED,,
LDSMFG_102875,2025-01-26,DELIVERED,,
LDSMFG_169535,2025-01-12,DELIVERED,,
LDSMFG_167336,2025-01-06,DELIVERED,,
LDSMFG_115324,2025-01-07,FAILED,,
LDSMFG_126603,2025-01-30,DELIVERED,,
LDSMFG_190492,2025-01-06,READ,,2025-01-06 08:00:00
LDSMFG_103359,2025-01-27,FAILED,,
LDSMFG_139712,2025-01-16,READ,,2025-01-16 19:00:00
LDSMFG_163802,2025-01-23,DELIVERED,,
LDSMFG_125890,2025-01-03,DELIVERED,,
LDSMFG_132903,2025-01-22,READ,,2025-01-22 12:00:00
LDSMFG_157103,2025-01-17,READ,,2025-01-17 12:00:00
LDSMFG_169230,2025-01-21,READ,,2025-01-21 01:00:00
LDSMFG_123183,2025-01-25,DELIVERED,,
LDSMFG_127350,2025-01-28,READ,,2025-01-28 23:00:00
LDSMFG_104691,2025-01-19,READ,,2025-01-19 07:00:00
LDSMFG_173955,2025-01-13,DELIVERED,,
LDSMFG_149163,2025-01-15,READ,,2025-01-15 03:00:00
LDSMFG_142546,2025-01-04,READ,,2025-01-04 04:00:00
LDSMFG_116819,2025-01-11,READ,,2025-01-11 12:00:00
LDSMFG_197888,2025-01-22,DELIVERED,,
LDSMFG_148208,2025-01-28,READ,,2025-01-28 23:00:00
LDSMFG_119627,2025-01-08,READ,,2025-01-08 10:00:00
LDSMFG_174227,2025-01-07,READ,Wrong number,2025-01-07 06:00:00
LDSMFG_199675,2025-01-16,DELIVERED,,
LDSMFG_178757,2025-01-22,READ,,2025-01-22 03:00:00
LDSMFG_147137,2025-01-03,DELIVERED,,
LDSMFG_181657,2025-01-03,READ,,2025-01-03 06:00:00
LDSMFG_108328,2025-01-13,READ,Wrong number,2025-01-13 18:00:00
LDSMFG_178166,2025-01-20,READ,Pay link?,2025-01-20 13:00:00
LDSMFG_170458,2025-01-25,DELIVERED,,
LDSMFG_174848,2025-01-24,READ,,2025-01-24 21:00:00
LDSMFG_148174,2025-01-14,DELIVERED,,
LDSMFG_178379,2025-01-08,READ,,2025-01-08 08:00:00
LDSMFG_108884,2025-01-06,READ,,2025-01-06 21:00:00
LDSMFG_195185,2025-01-03,READ,,2025-01-03 15:00:00
LDSMFG_127654,2025-01-02,DELIVERED,,
LDSMFG_168099,2025-01-22,READ,,2025-01-22 09:00:00
LDSMFG_195422,2025-01-04,DELIVERED,,
LDSMFG_133854,2025-01-03,READ,,2025-01-03 02:00:00
LDSMFG_122473,2025-01-06,DELIVERED,,
LDSMFG_152899,2025-01-07,READ,,2025-01-07 19:00:00
LDSMFG_123214,2025-01-06,DELIVERED,Pay link?,
LDSMFG_125502,2025-01-06,DELIVERED,,
LDSMFG_138750,2025-01-03,DELIVERED,,
LDSMFG_198758,2025-01-07,READ,,2025-01-07 08:00:00
LDSMFG_172085,2025-01-15,READ,,2025-01-15 05:00:00
LDSMFG_166080,2025-01-07,READ,,2025-01-07 09:00:00
LDSMFG_195185,2025-01-27,READ,,2025-01-27 05:00:00
LDSMFG_168596,2025-01-14,FAILED,Wrong number,
LDSMFG_154470,2025-01-11,READ,,2025-01-11 02:00:00
LDSMFG_161897,2025-01-10,READ,,2025-01-10 02:00:00
LDSMFG_113831,2025-01-10,READ,,2025-01-10 10:00:00
LDSMFG_180616,2025-01-20,DELIVERED,,
LDSMFG_115415,2025-01-16,FAILED,,
LDSMFG_163626,2025-01-26,READ,,2025-01-26 23:00:00
LDSMFG_162541,2025-01-19,DELIVERED,,
LDSMFG_173172,2025-01-09,DELIVERED,,
LDSMFG_108895,2025-01-06,DELIVERED,Wrong number,
LDSMFG_185358,2025-01-08,READ,,2025-01-08 01:00:00
LDSMFG_169373,2025-01-22,DELIVERED,,
LDSMFG_144429,2025-01-19,READ,,2025-01-19 06:00:00
LDSMFG_183266,2025-01-30,READ,,2025-01-30 22:00:00
LDSMFG_190566,2025-01-24,DELIVERED,,
LDSMFG_193250,2025-01-18,FAILED,,
LDSMFG_149195,2025-01-29,READ,,2025-01-29 17:00:00
LDSMFG_190132,2025-01-23,READ,,2025-01-23 09:00:00
LDSMFG_171554,2025-01-02,READ,Pay link?,2025-01-02 17:00:00
LDSMFG_192090,2025-01-15,READ,,2025-01-15 04:00:00
LDSMFG_102507,2025-01-26,READ,,2025-01-26 23:00:00
LDSMFG_133082,2025-01-21,READ,Wrong number,2025-01-21 17:00:00
LDSMFG_141484,2025-01-30,DELIVERED,,
LDSMFG_121675,2025-01-06,READ,,2025-01-06 19:00:00
LDSMFG_160055,2025-01-13,FAILED,,
LDSMFG_196167,2025-01-21,READ,,2025-01-21 07:00:00
LDSMFG_117115,2025-01-08,FAILED,,
LDSMFG_107649,2025-01-27,READ,,2025-01-27 07:00:00
LDSMFG_126332,2025-01-11,READ,,2025-01-11 04:00:00
LDSMFG_195869,2025-01-08,DELIVERED,,
LDSMFG_118227,2025-01-02,DELIVERED,Pay link?,
LDSMFG_151888,2025-01-23,READ,,2025-01-23 01:00:00
LDSMFG_147642,2025-01-07,READ,,2025-01-07 22:00:00
LDSMFG_130032,2025-01-07,DELIVERED,,
LDSMFG_193468,2025-01-14,READ,Wrong number,2025-01-14 08:00:00
LDSMFG_101811,2025-01-10,DELIVERED,,
LDSMFG_105022,2025-01-17,FAILED,,
LDSMFG_126814,2025-01-16,READ,,2025-01-16 03:00:00
LDSMFG_172559,2025-01-23,READ,,2025-01-23 22:00:00
LDSMFG_141650,2025-01-28,READ,,2025-01-28 16:00:00
LDSMFG_133661,2025-01-15,READ,,2025-01-15 10:00:00
LDSMFG_103808,2025-01-20,FAILED,,
LDSMFG_171382,2025-01-04,DELIVERED,,
LDSMFG_147734,2025-01-16,DELIVERED,,
LDSMFG_114760,2025-01-16,READ,,2025-01-16 16:00:00
LDSMFG_127011,2025-01-06,DELIVERED,,
LDSMFG_158860,2025-01-23,READ,,2025-01-23 18:00:00
LDSMFG_115293,2025-01-06,DELIVERED,,
LDSMFG_140012,2025-01-08,READ,,2025-01-08 03:00:00
LDSMFG_157339,2025-01-20,DELIVERED,Pay link?,
LDSMFG_149261,2025-01-29,READ,,2025-01-29 18:00:00
LDSMFG_143593,2025-01-14,READ,,2025-01-14 14:00:00
LDSMFG_125501,2025-01-22,DELIVERED,,
LDSMFG_158625,2025-01-18,READ,,2025-01-18 02:00:00
LDSMFG_183929,2025-01-18,READ,,2025-01-18 06:00:00
LDSMFG_113916,2025-01-28,READ,,2025-01-28 19:00:00
LDSMFG_177193,2025-01-21,READ,,2025-01-21 09:00:00
LDSMFG_129261,2025-01-09,READ,,2025-01-09 04:00:00
LDSMFG_139233,2025-01-25,READ,Wrong number,2025-01-25 03:00:00
LDSMFG_199605,2025-01-05,READ,Pay link?,2025-01-05 19:00:00
LDSMFG_103887,2025-01-26,DELIVERED,,
LDSMFG_154744,2025-01-03,DELIVERED,,
LDSMFG_186307,2025-01-06,READ,Pay link?,2025-01-06 02:00:00
LDSMFG_115594,2025-01-10,READ,,2025-01-10 03:00:00
LDSMFG_180200,2025-01-29,READ,,2025-01-29 04:00:00
LDSMFG_182930,2025-01-29,FAILED,,
LDSMFG_127518,2025-01-10,READ,,2025-01-10 23:00:00
LDSMFG_190518,2025-01-04,READ,,2025-01-04 15:00:00
LDSMFG_109689,2025-01-22,READ,,2025-01-22 04:00:00
LDSMFG_178946,2025-01-22,FAILED,,
LDSMFG_177611,2025-01-09,READ,,2025-01-09 09:00:00
LDSMFG_113111,2025-01-08,READ,,2025-01-08 14:00:00
LDSMFG_118787,2025-01-14,DELIVERED,,
LDSMFG_163426,2025-01-15,DELIVERED,,
LDSMFG_166189,2025-01-27,READ,,2025-01-27 03:00:00
LDSMFG_153925,2025-01-22,READ,,2025-01-22 20:00:00
LDSMFG_146130,2025-01-18,READ,,2025-01-18 15:00:00
LDSMFG_199400,2025-01-05,READ,Pay link?,2025-01-05 14:00:00
LDSMFG_190938,2025-01-06,DELIVERED,,
LDSMFG_124694,2025-01-14,READ,,2025-01-14 11:00:00
LDSMFG_141209,2025-01-09,READ,,2025-01-09 13:00:00
LDSMFG_170778,2025-01-15,DELIVERED,,
LDSMFG_152240,2025-01-02,READ,,2025-01-02 04:00:00
LDSMFG_196613,2025-01-20,READ,,2025-01-20 07:00:00
LDSMFG_129240,2025-01-10,DELIVERED,,
LDSMFG_174054,2025-01-30,READ,,2025-01-30 04:00:00
LDSMFG_148291,2025-01-15,READ,Pay link?,2025-01-15 22:00:00
LDSMFG_102993,2025-01-22,DELIVERED,,
LDSMFG_130648,2025-01-19,READ,Wrong number,2025-01-19 16:00:00
LDSMFG_184678,2025-01-10,FAILED,,
LDSMFG_198395,2025-01-14,FAILED,,
LDSMFG_108225,2025-01-24,DELIVERED,,
LDSMFG_174440,2025-01-08,READ,,2025-01-08 09:00:00
LDSMFG_155807,2025-01-30,READ,Wrong number,2025-01-30 09:00:00
LDSMFG_162095,2025-01-04,READ,,2025-01-04 06:00:00
LDSMFG_155961,2025-01-13,READ,,2025-01-13 01:00:00
LDSMFG_193529,2025-01-30,READ,,2025-01-30 14:00:00
LDSMFG_158074,2025-01-05,READ,,2025-01-05 14:00:00
LDSMFG_134910,2025-01-15,READ,,2025-01-15 15:00:00
LDSMFG_183510,2025-01-28,DELIVERED,,
LDSMFG_162205,2025-01-23,READ,,2025-01-23 13:00:00
LDSMFG_165981,2025-01-29,READ,Pay link?,2025-01-29 19:00:00
LDSMFG_135144,2025-01-04,DELIVERED,,
LDSMFG_110280,2025-01-07,READ,,2025-01-07 14:00:00
LDSMFG_143610,2025-01-22,READ,,2025-01-22 08:00:00
LDSMFG_101471,2025-01-26,DELIVERED,,
LDSMFG_112052,2025-01-11,DELIVERED,,
LDSMFG_188500,2025-01-13,READ,,2025-01-13 22:00:00
LDSMFG_187689,2025-01-27,DELIVERED,,
LDSMFG_191204,2025-01-02,READ,,2025-01-02 01:00:00
LDSMFG_161198,2025-01-16,READ,,2025-01-16 02:00:00
LDSMFG_123035,2025-01-22,FAILED,,
LDSMFG_130473,2025-01-04,DELIVERED,,
LDSMFG_190471,2025-01-04,DELIVERED,,
LDSMFG_185326,2025-01-20,DELIVERED,,
LDSMFG_195862,2025-01-11,FAILED,,
LDSMFG_184970,2025-01-28,READ,,2025-01-28 18:00:00
LDSMFG_129609,2025-01-16,READ,Wrong number,2025-01-16 19:00:00
LDSMFG_168226,2025-01-05,READ,,2025-01-05 03:00:00
LDSMFG_107543,2025-01-29,READ,,2025-01-29 15:00:00
LDSMFG_107292,2025-01-20,DELIVERED,,
LDSMFG_128684,2025-01-10,READ,,2025-01-10 20:00:00
LDSMFG_173054,2025-01-09,READ,,2025-01-09 14:00:00
LDSMFG_160057,2025-01-06,READ,,2025-01-06 21:00:00
LDSMFG_115086,2025-01-10,READ,Pay link?,2025-01-10 22:00:00
LDSMFG_147224,2025-01-14,READ,,2025-01-14 23:00:00
LDSMFG_133348,2025-01-27,READ,,2025-01-27 05:00:00
LDSMFG_163473,2025-01-04,DELIVERED,,
LDSMFG_173891,2025-01-17,DELIVERED,,
LDSMFG_139121,2025-01-06,READ,,2025-01-06 11:00:00
LDSMFG_129649,2025-01-05,READ,,2025-01-05 09:00:00
LDSMFG_178521,2025-01-27,READ,,2025-01-27 02:00:00
LDSMFG_115470,2025-01-22,READ,Pay link?,2025-01-22 14:00:00
LDSMFG_169721,2025-01-10,DELIVERED,,
LDSMFG_188683,2025-01-16,READ,,2025-01-16 22:00:00
LDSMFG_155758,2025-01-17,DELIVERED,,
LDSMFG_159039,2025-01-19,READ,,2025-01-19 19:00:00
LDSMFG_128474,2025-01-11,READ,Wrong number,2025-01-11 22:00:00
LDSMFG_122192,2025-01-25,DELIVERED,,
LDSMFG_139575,2025-01-02,DELIVERED,,
LDSMFG_184125,2025-01-21,READ,,2025-01-21 22:00:00
LDSMFG_133506,2025-01-04,FAILED,,
LDSMFG_147203,2025-01-24,READ,Wrong number,2025-01-24 05:00:00
LDSMFG_129509,2025-01-08,READ,,2025-01-08 01:00:00
LDSMFG_129510,2025-01-09,READ,,2025-01-09 07:00:00
LDSMFG_166328,2025-01-10,DELIVERED,,
LDSMFG_165777,2025-01-14,READ,Wrong number,2025-01-14 15:00:00
LDSMFG_153393,2025-01-19,DELIVERED,,
LDSMFG_199587,2025-01-04,READ,,2025-01-04 15:00:00
LDSMFG_140941,2025-01-10,DELIVERED,,
LDSMFG_194403,2025-01-17,DELIVERED,,
LDSMFG_113317,2025-01-03,READ,,2025-01-03 01:00:00
LDSMFG_154741,2025-01-23,READ,,2025-01-23 21:00:00
LDSMFG_175332,2025-01-23,DELIVERED,,
LDSMFG_143017,2025-01-26,READ,,2025-01-26 14:00:00
