id,lead_code,suggested_action,TARGET
66946,LDSMFG_166945,ACTION_BOT,0.56
66947,LDSMFG_166946,ACTION_BOT,0.34
66948,LDSMFG_166947,ACTION_DIGITAL,0.82
66949,LDSMFG_166948,ACTION_FIELD,0.72
66950,LDSMFG_166949,ACTION_DIGITAL,0.39
66951,LDSMFG_166950,ACTION_FIELD,0.4
66952,LDSMFG_166951,ACTION_HUMAN_CALL,0.49
66953,LDSMFG_166952,ACTION_BOT,0.42
66954,LDSMFG_166953,ACTION_BOT,0.63
66955,LDSMFG_166954,ACTION_FIELD,0.42
66956,LDSMFG_166955,ACTION_BOT,0.34
66957,LDSMFG_166956,ACTION_FIELD,0.45
66958,LDSMFG_166957,ACTION_DIGITAL,0.46
66959,LDSMFG_166958,ACTION_BOT,0.39
66960,LDSMFG_166959,ACTION_DIGITAL,0.52
66961,LDSMFG_166960,ACTION_DIGITAL,0.14
66962,LDSMFG_166961,ACTION_HUMAN_CALL,0.55
66963,LDSMFG_166962,ACTION_BOT,0.73
66964,LDSMFG_166963,ACTION_BOT,0.36
66965,LDSMFG_166964,ACTION_HUMAN_CALL,0.4
66966,LDSMFG_166965,ACTION_BOT,0.21
66967,LDSMFG_166966,ACTION_HUMAN_CALL,0.18
66968,LDSMFG_166967,ACTION_FIELD,0.33
66969,LDSMFG_166968,ACTION_DIGITAL,0.83
66970,LDSMFG_166969,ACTION_BOT,0.62
66971,LDSMFG_166970,ACTION_HUMAN_CALL,0.59
66972,LDSMFG_166971,ACTION_HUMAN_CALL,0.22
66973,LDSMFG_166972,ACTION_HUMAN_CALL,0.79
66974,LDSMFG_166973,ACTION_DIGITAL,0.37
66975,LDSMFG_166974,ACTION_DIGITAL,0.41
66976,LDSMFG_166975,ACTION_FIELD,0.77
66977,LDSMFG_166976,ACTION_FIELD,0.43
66978,LDSMFG_166977,ACTION_FIELD,0.43
66979,LDSMFG_166978,ACTION_FIELD,0.4
66980,LDSMFG_166979,ACTION_FIELD,0.42
66981,LDSMFG_166980,ACTION_BOT,0.7
66982,LDSMFG_166981,ACTION_FIELD,0.69
66983,LDSMFG_166982,ACTION_DIGITAL,0.34
66984,LDSMFG_166983,ACTION_BOT,0.22
66985,LDSMFG_166984,ACTION_BOT,0.49
66986,LDSMFG_166985,ACTION_BOT,0.54
66987,LDSMFG_166986,ACTION_HUMAN_CALL,0.33
66988,LDSMFG_166987,ACTION_BOT,0.4
66989,LDSMFG_166988,ACTION_DIGITAL,0.73
66990,LDSMFG_166989,ACTION_HUMAN_CALL,0.82
66991,LDSMFG_166990,ACTION_DIGITAL,0.29
66992,LDSMFG_166991,ACTION_DIGITAL,0.52
66993,LDSMFG_166992,ACTION_FIELD,0.31
66994,LDSMFG_166993,ACTION_HUMAN_CALL,0.23
66995,LDSMFG_166994,ACTION_FIELD,0.4
66996,LDSMFG_166995,ACTION_BOT,0.53
66997,LDSMFG_166996,ACTION_HUMAN_CALL,0.44
66998,LDSMFG_166997,ACTION_DIGITAL,0.73
66999,LDSMFG_166998,ACTION_DIGITAL,0.39
67000,LDSMFG_166999,ACTION_BOT,0.19
67001,LDSMFG_167000,ACTION_DIGITAL,0.13
67002,LDSMFG_167001,ACTION_HUMAN_CALL,0.65
67003,LDSMFG_167002,ACTION_BOT,0.41
67004,LDSMFG_167003,ACTION_HUMAN_CALL,0.25
67005,LDSMFG_167004,ACTION_FIELD,0.71
67006,LDSMFG_167005,ACTION_DIGITAL,0.62
67007,LDSMFG_167006,ACTION_BOT,0.27
67008,LDSMFG_167007,ACTION_HUMAN_CALL,0.75
67009,LDSMFG_167008,ACTION_BOT,0.21
67010,LDSMFG_167009,ACTION_HUMAN_CALL,0.32
67011,LDSMFG_167010,ACTION_BOT,0.09
67012,LDSMFG_167011,ACTION_HUMAN_CALL,0.77
67013,LDSMFG_167012,ACTION_DIGITAL,0.47
67014,LDSMFG_167013,ACTION_DIGITAL,0.33
67015,LDSMFG_167014,ACTION_DIGITAL,0.72
67016,LDSMFG_167015,ACTION_HUMAN_CALL,0.53
67017,LDSMFG_167016,ACTION_DIGITAL,0.89
67018,LDSMFG_167017,ACTION_BOT,0.64
67019,LDSMFG_167018,ACTION_HUMAN_CALL,0.92
67020,LDSMFG_167019,ACTION_DIGITAL,0.38
67021,LDSMFG_167020,ACTION_HUMAN_CALL,0.23
67022,LDSMFG_167021,ACTION_BOT,0.38
67023,LDSMFG_167022,ACTION_BOT,0.51
67024,LDSMFG_167023,ACTION_FIELD,0.36
67025,LDSMFG_167024,ACTION_HUMAN_CALL,0.23
67026,LDSMFG_167025,ACTION_DIGITAL,0.62
67027,LDSMFG_167026,ACTION_BOT,0.25
67028,LDSMFG_167027,ACTION_HUMAN_CALL,0.27
67029,LDSMFG_167028,ACTION_FIELD,0.43
67030,LDSMFG_167029,ACTION_HUMAN_CALL,0.2
67031,LDSMFG_167030,ACTION_HUMAN_CALL,0.44
67032,LDSMFG_167031,ACTION_HUMAN_CALL,0.43
67033,LDSMFG_167032,ACTION_FIELD,0.37
67034,LDSMFG_167033,ACTION_HUMAN_CALL,0.7
67035,LDSMFG_167034,ACTION_DIGITAL,0.65
67036,LDSMFG_167035,ACTION_DIGITAL,0.27
67037,LDSMFG_167036,ACTION_FIELD,0.47
67038,LDSMFG_167037,ACTION_DIGITAL,0.74
67039,LDSMFG_167038,ACTION_FIELD,0.42
67040,LDSMFG_167039,ACTION_HUMAN_CALL,0.44
67041,LDSMFG_167040,ACTION_FIELD,0.63
67042,LDSMFG_167041,ACTION_BOT,0.54
67043,LDSMFG_167042,ACTION_DIGITAL,0.29
67044,LDSMFG_167043,ACTION_FIELD,0.45
67045,LDSMFG_167044,ACTION_DIGITAL,0.42
67046,LDSMFG_167045,ACTION_HUMAN_CALL,0.27
67047,LDSMFG_167046,ACTION_BOT,0.51
67048,LDSMFG_167047,ACTION_FIELD,0.48
67049,LDSMFG_167048,ACTION_DIGITAL,0.67
67050,LDSMFG_167049,ACTION_HUMAN_CALL,0.53
67051,LDSMFG_167050,ACTION_BOT,0.46
67052,LDSMFG_167051,ACTION_BOT,0.3
67053,LDSMFG_167052,ACTION_HUMAN_CALL,0.32
67054,LDSMFG_167053,ACTION_FIELD,0.39
67055,LDSMFG_167054,ACTION_DIGITAL,0.21
67056,LDSMFG_167055,ACTION_FIELD,0.41
67057,LDSMFG_167056,ACTION_BOT,0.52
67058,LDSMFG_167057,ACTION_DIGITAL,0.47
67059,LDSMFG_167058,ACTION_FIELD,0.64
67060,LDSMFG_167059,ACTION_FIELD,0.41
67061,LDSMFG_167060,ACTION_DIGITAL,0.59
67062,LDSMFG_167061,ACTION_FIELD,0.69
67063,LDSMFG_167062,ACTION_HUMAN_CALL,0.38
67064,LDSMFG_167063,ACTION_HUMAN_CALL,0.39
67065,LDSMFG_167064,ACTION_HUMAN_CALL,0.43
67066,LDSMFG_167065,ACTION_DIGITAL,0.44
67067,LDSMFG_167066,ACTION_BOT,0.27
67068,LDSMFG_167067,ACTION_DIGITAL,0.63
67069,LDSMFG_167068,ACTION_BOT,0.65
67070,LDSMFG_167069,ACTION_HUMAN_CALL,0.3
67071,LDSMFG_167070,ACTION_BOT,0.78
67072,LDSMFG_167071,ACTION_HUMAN_CALL,0.56
67073,LDSMFG_167072,ACTION_HUMAN_CALL,0.38
67074,LDSMFG_167073,ACTION_HUMAN_CALL,0.48
67075,LDSMFG_167074,ACTION_HUMAN_CALL,0.42
67076,LDSMFG_167075,ACTION_HUMAN_CALL,0.31
67077,LDSMFG_167076,ACTION_FIELD,0.73
67078,LDSMFG_167077,ACTION_BOT,0.46
67079,LDSMFG_167078,ACTION_FIELD,0.69
67080,LDSMFG_167079,ACTION_DIGITAL,0.77
67081,LDSMFG_167080,ACTION_HUMAN_CALL,0.76
67082,LDSMFG_167081,ACTION_DIGITAL,0.33
67083,LDSMFG_167082,ACTION_FIELD,0.45
67084,LDSMFG_167083,ACTION_DIGITAL,0.69
67085,LDSMFG_167084,ACTION_BOT,0.45
67086,LDSMFG_167085,ACTION_FIELD,0.36
67087,LDSMFG_167086,ACTION_BOT,0.14
67088,LDSMFG_167087,ACTION_HUMAN_CALL,0.38
67089,LDSMFG_167088,ACTION_BOT,0.16
67090,LDSMFG_167089,ACTION_DIGITAL,0.49
67091,LDSMFG_167090,ACTION_BOT,0.23
67092,LDSMFG_167091,ACTION_DIGITAL,0.31
67093,LDSMFG_167092,ACTION_FIELD,0.4
67094,LDSMFG_167093,ACTION_FIELD,0.38
67095,LDSMFG_167094,ACTION_BOT,0.11
67096,LDSMFG_167095,ACTION_HUMAN_CALL,0.39
67097,LDSMFG_167096,ACTION_DIGITAL,0.34
67098,LDSMFG_167097,ACTION_HUMAN_CALL,0.61
67099,LDSMFG_167098,ACTION_FIELD,0.35
67100,LDSMFG_167099,ACTION_FIELD,0.42
67101,LDSMFG_167100,ACTION_BOT,0.07
67102,LDSMFG_167101,ACTION_BOT,0.48
67103,LDSMFG_167102,ACTION_FIELD,0.72
67104,LDSMFG_167103,ACTION_DIGITAL,0.5
67105,LDSMFG_167104,ACTION_BOT,0.5
67106,LDSMFG_167105,ACTION_FIELD,0.45
67107,LDSMFG_167106,ACTION_DIGITAL,0.55
67108,LDSMFG_167107,ACTION_HUMAN_CALL,0.7
67109,LDSMFG_167108,ACTION_BOT,0.39
67110,LDSMFG_167109,ACTION_FIELD,0.45
67111,LDSMFG_167110,ACTION_DIGITAL,0.61
67112,LDSMFG_167111,ACTION_HUMAN_CALL,0.39
67113,LDSMFG_167112,ACTION_BOT,0.43
67114,LDSMFG_167113,ACTION_BOT,0.41
67115,LDSMFG_167114,ACTION_BOT,0.28
67116,LDSMFG_167115,ACTION_FIELD,0.66
67117,LDSMFG_167116,ACTION_BOT,0.35
67118,LDSMFG_167117,ACTION_FIELD,0.46
67119,LDSMFG_167118,ACTION_BOT,0.48
67120,LDSMFG_167119,ACTION_DIGITAL,0.46
67121,LDSMFG_167120,ACTION_BOT,0.1
67122,LDSMFG_167121,ACTION_BOT,0.32
67123,LDSMFG_167122,ACTION_FIELD,0.38
67124,LDSMFG_167123,ACTION_HUMAN_CALL,0.31
67125,LDSMFG_167124,ACTION_BOT,0.43
67126,LDSMFG_167125,ACTION_DIGITAL,0.61
67127,LDSMFG_167126,ACTION_BOT,0.78
67128,LDSMFG_167127,ACTION_HUMAN_CALL,0.48
67129,LDSMFG_167128,ACTION_DIGITAL,0.56
67130,LDSMFG_167129,ACTION_FIELD,0.43
67131,LDSMFG_167130,ACTION_FIELD,0.72
67132,LDSMFG_167131,ACTION_FIELD,0.37
67133,LDSMFG_167132,ACTION_BOT,0.6
67134,LDSMFG_167133,ACTION_DIGITAL,0.45
67135,LDSMFG_167134,ACTION_BOT,0.51
67136,LDSMFG_167135,ACTION_BOT,0.12
67137,LDSMFG_167136,ACTION_DIGITAL,0.07
67138,LDSMFG_167137,ACTION_FIELD,0.71
67139,LDSMFG_167138,ACTION_HUMAN_CALL,0.23
67140,LDSMFG_167139,ACTION_HUMAN_CALL,0.61
67141,LDSMFG_167140,ACTION_DIGITAL,0.52
67142,LDSMFG_167141,ACTION_BOT,0.35
67143,LDSMFG_167142,ACTION_BOT,0.42
67144,LDSMFG_167143,ACTION_HUMAN_CALL,0.8
67145,LDSMFG_167144,ACTION_DIGITAL,0.41
67146,LDSMFG_167145,ACTION_DIGITAL,0.45
67147,LDSMFG_167146,ACTION_FIELD,0.37
67148,LDSMFG_167147,ACTION_FIELD,0.69
67149,LDSMFG_167148,ACTION_BOT,0.23
67150,LDSMFG_167149,ACTION_FIELD,0.42
67151,LDSMFG_167150,ACTION_FIELD,0.48
67152,LDSMFG_167151,ACTION_FIELD,0.4
67153,LDSMFG_167152,ACTION_DIGITAL,0.76
67154,LDSMFG_167153,ACTION_DIGITAL,0.71
67155,LDSMFG_167154,ACTION_FIELD,0.74
67156,LDSMFG_167155,ACTION_FIELD,0.33
67157,LDSMFG_167156,ACTION_HUMAN_CALL,0.73
67158,LDSMFG_167157,ACTION_HUMAN_CALL,0.82
67159,LDSMFG_167158,ACTION_FIELD,0.39
67160,LDSMFG_167159,ACTION_DIGITAL,0.62
67161,LDSMFG_167160,ACTION_DIGITAL,0.32
67162,LDSMFG_167161,ACTION_HUMAN_CALL,0.57
67163,LDSMFG_167162,ACTION_HUMAN_CALL,0.38
67164,LDSMFG_167163,ACTION_FIELD,0.44
67165,LDSMFG_167164,ACTION_DIGITAL,0.93
67166,LDSMFG_167165,ACTION_FIELD,0.45
67167,LDSMFG_167166,ACTION_HUMAN_CALL,0.49
67168,LDSMFG_167167,ACTION_FIELD,0.44
67169,LDSMFG_167168,ACTION_HUMAN_CALL,0.18
67170,LDSMFG_167169,ACTION_HUMAN_CALL,0.8
67171,LDSMFG_167170,ACTION_BOT,0.32
67172,LDSMFG_167171,ACTION_BOT,0.48
67173,LDSMFG_167172,ACTION_FIELD,0.33
67174,LDSMFG_167173,ACTION_HUMAN_CALL,0.61
67175,LDSMFG_167174,ACTION_FIELD,0.39
67176,LDSMFG_167175,ACTION_HUMAN_CALL,0.43
67177,LDSMFG_167176,ACTION_FIELD,0.42
67178,LDSMFG_167177,ACTION_HUMAN_CALL,0.78
67179,LDSMFG_167178,ACTION_HUMAN_CALL,0.84
67180,LDSMFG_167179,ACTION_BOT,0.37
67181,LDSMFG_167180,ACTION_HUMAN_CALL,0.86
67182,LDSMFG_167181,ACTION_DIGITAL,0.53
67183,LDSMFG_167182,ACTION_BOT,0.52
67184,LDSMFG_167183,ACTION_FIELD,0.38
67185,LDSMFG_167184,ACTION_DIGITAL,0.81
67186,LDSMFG_167185,ACTION_DIGITAL,0.35
67187,LDSMFG_167186,ACTION_BOT,0.47
67188,LDSMFG_167187,ACTION_HUMAN_CALL,0.17
67189,LDSMFG_167188,ACTION_FIELD,0.34
67190,LDSMFG_167189,ACTION_DIGITAL,0.23
67191,LDSMFG_167190,ACTION_BOT,0.36
67192,LDSMFG_167191,ACTION_BOT,0.14
67193,LDSMFG_167192,ACTION_FIELD,0.36
67194,LDSMFG_167193,ACTION_BOT,0.68
67195,LDSMFG_167194,ACTION_BOT,0.25
67196,LDSMFG_167195,ACTION_DIGITAL,0.37
67197,LDSMFG_167196,ACTION_DIGITAL,0.49
67198,LDSMFG_167197,ACTION_FIELD,0.66
67199,LDSMFG_167198,ACTION_HUMAN_CALL,0.68
67200,LDSMFG_167199,ACTION_HUMAN_CALL,0.31
67201,LDSMFG_167200,ACTION_FIELD,0.68
67202,LDSMFG_167201,ACTION_DIGITAL,0.88
67203,LDSMFG_167202,ACTION_DIGITAL,0.46
67204,LDSMFG_167203,ACTION_FIELD,0.43
67205,LDSMFG_167204,ACTION_BOT,0.46
67206,LDSMFG_167205,ACTION_DIGITAL,0.56
67207,LDSMFG_167206,ACTION_DIGITAL,0.67
67208,LDSMFG_167207,ACTION_BOT,0.21
67209,LDSMFG_167208,ACTION_HUMAN_CALL,0.75
67210,LDSMFG_167209,ACTION_FIELD,0.72
67211,LDSMFG_167210,ACTION_HUMAN_CALL,0.06
67212,LDSMFG_167211,ACTION_DIGITAL,0.47
67213,LDSMFG_167212,ACTION_FIELD,0.39
67214,LDSMFG_167213,ACTION_BOT,0.08
67215,LDSMFG_167214,ACTION_DIGITAL,0.24
67216,LDSMFG_167215,ACTION_HUMAN_CALL,0.12
67217,LDSMFG_167216,ACTION_HUMAN_CALL,0.53
67218,LDSMFG_167217,ACTION_FIELD,0.36
67219,LDSMFG_167218,ACTION_BOT,0.33
67220,LDSMFG_167219,ACTION_FIELD,0.68
67221,LDSMFG_167220,ACTION_FIELD,0.33
67222,LDSMFG_167221,ACTION_BOT,0.19
67223,LDSMFG_167222,ACTION_DIGITAL,0.27
67224,LDSMFG_167223,ACTION_DIGITAL,0.71
67225,LDSMFG_167224,ACTION_BOT,0.15
67226,LDSMFG_167225,ACTION_HUMAN_CALL,0.56
67227,LDSMFG_167226,ACTION_FIELD,0.28
67228,LDSMFG_167227,ACTION_BOT,0.7
67229,LDSMFG_167228,ACTION_FIELD,0.39
67230,LDSMFG_167229,ACTION_FIELD,0.37
67231,LDSMFG_167230,ACTION_DIGITAL,0.48
67232,LDSMFG_167231,ACTION_FIELD,0.67
67233,LDSMFG_167232,ACTION_DIGITAL,0.38
67234,LDSMFG_167233,ACTION_DIGITAL,0.58
67235,LDSMFG_167234,ACTION_DIGITAL,0.4
67236,LDSMFG_167235,ACTION_FIELD,0.41
67237,LDSMFG_167236,ACTION_HUMAN_CALL,0.52
67238,LDSMFG_167237,ACTION_HUMAN_CALL,0.36
67239,LDSMFG_167238,ACTION_BOT,0.29
67240,LDSMFG_167239,ACTION_DIGITAL,0.33
67241,LDSMFG_167240,ACTION_HUMAN_CALL,0.63
67242,LDSMFG_167241,ACTION_BOT,0.47
67243,LDSMFG_167242,ACTION_DIGITAL,0.77
67244,LDSMFG_167243,ACTION_DIGITAL,0.61
67245,LDSMFG_167244,ACTION_FIELD,0.69
67246,LDSMFG_167245,ACTION_DIGITAL,0.74
67247,LDSMFG_167246,ACTION_FIELD,0.4
67248,LDSMFG_167247,ACTION_DIGITAL,0.18
67249,LDSMFG_167248,ACTION_HUMAN_CALL,0.64
67250,LDSMFG_167249,ACTION_FIELD,0.65
67251,LDSMFG_167250,ACTION_HUMAN_CALL,0.59
67252,LDSMFG_167251,ACTION_HUMAN_CALL,0.52
67253,LDSMFG_167252,ACTION_FIELD,0.47
67254,LDSMFG_167253,ACTION_BOT,0.08
67255,LDSMFG_167254,ACTION_DIGITAL,0.5
67256,LDSMFG_167255,ACTION_FIELD,0.5
67257,LDSMFG_167256,ACTION_BOT,0.42
67258,LDSMFG_167257,ACTION_BOT,0.28
67259,LDSMFG_167258,ACTION_DIGITAL,0.62
67260,LDSMFG_167259,ACTION_HUMAN_CALL,0.4
67261,LDSMFG_167260,ACTION_DIGITAL,0.35
67262,LDSMFG_167261,ACTION_HUMAN_CALL,0.35
67263,LDSMFG_167262,ACTION_DIGITAL,0.66
67264,LDSMFG_167263,ACTION_DIGITAL,0.67
67265,LDSMFG_167264,ACTION_BOT,0.39
67266,LDSMFG_167265,ACTION_DIGITAL,0.84
67267,LDSMFG_167266,ACTION_BOT,0.2
67268,LDSMFG_167267,ACTION_DIGITAL,0.59
67269,LDSMFG_167268,ACTION_HUMAN_CALL,0.92
67270,LDSMFG_167269,ACTION_FIELD,0.38
67271,LDSMFG_167270,ACTION_HUMAN_CALL,0.84
67272,LDSMFG_167271,ACTION_DIGITAL,0.25
67273,LDSMFG_167272,ACTION_BOT,0.56
67274,LDSMFG_167273,ACTION_HUMAN_CALL,0.52
67275,LDSMFG_167274,ACTION_FIELD,0.66
67276,LDSMFG_167275,ACTION_FIELD,0.68
67277,LDSMFG_167276,ACTION_DIGITAL,0.52
67278,LDSMFG_167277,ACTION_BOT,0.37
67279,LDSMFG_167278,ACTION_DIGITAL,0.85
67280,LDSMFG_167279,ACTION_FIELD,0.45
67281,LDSMFG_167280,ACTION_BOT,0.45
67282,LDSMFG_167281,ACTION_HUMAN_CALL,0.41
67283,LDSMFG_167282,ACTION_HUMAN_CALL,0.44
67284,LDSMFG_167283,ACTION_DIGITAL,0.36
67285,LDSMFG_167284,ACTION_BOT,0.39
67286,LDSMFG_167285,ACTION_FIELD,0.34
67287,LDSMFG_167286,ACTION_DIGITAL,0.75
67288,LDSMFG_167287,ACTION_HUMAN_CALL,0.6
67289,LDSMFG_167288,ACTION_FIELD,0.48
67290,LDSMFG_167289,ACTION_DIGITAL,0.71
67291,LDSMFG_167290,ACTION_FIELD,0.63
67292,LDSMFG_167291,ACTION_BOT,0.18
67293,LDSMFG_167292,ACTION_DIGITAL,0.31
67294,LDSMFG_167293,ACTION_BOT,0.33
67295,LDSMFG_167294,ACTION_HUMAN_CALL,0.86
67296,LDSMFG_167295,ACTION_FIELD,0.39
67297,LDSMFG_167296,ACTION_DIGITAL,0.63
67298,LDSMFG_167297,ACTION_FIELD,0.41
67299,LDSMFG_167298,ACTION_HUMAN_CALL,0.6
67300,LDSMFG_167299,ACTION_FIELD,0.37
67301,LDSMFG_167300,ACTION_BOT,0.3
67302,LDSMFG_167301,ACTION_BOT,0.31
67303,LDSMFG_167302,ACTION_FIELD,0.45
67304,LDSMFG_167303,ACTION_HUMAN_CALL,0.36
67305,LDSMFG_167304,ACTION_HUMAN_CALL,0.15
67306,LDSMFG_167305,ACTION_FIELD,0.53
67307,LDSMFG_167306,ACTION_BOT,0.22
67308,LDSMFG_167307,ACTION_BOT,0.54
67309,LDSMFG_167308,ACTION_HUMAN_CALL,0.56
67310,LDSMFG_167309,ACTION_FIELD,0.75
67311,LDSMFG_167310,ACTION_HUMAN_CALL,0.82
67312,LDSMFG_167311,ACTION_HUMAN_CALL,0.37
67313,LDSMFG_167312,ACTION_BOT,0.4
67314,LDSMFG_167313,ACTION_BOT,0.43
67315,LDSMFG_167314,ACTION_DIGITAL,0.22
67316,LDSMFG_167315,ACTION_FIELD,0.67
67317,LDSMFG_167316,ACTION_HUMAN_CALL,0.15
67318,LDSMFG_167317,ACTION_BOT,0.16
67319,LDSMFG_167318,ACTION_FIELD,0.41
67320,LDSMFG_167319,ACTION_DIGITAL,0.63
67321,LDSMFG_167320,ACTION_HUMAN_CALL,0.52
67322,LDSMFG_167321,ACTION_FIELD,0.79
67323,LDSMFG_167322,ACTION_DIGITAL,0.76
67324,LDSMFG_167323,ACTION_DIGITAL,0.41
67325,LDSMFG_167324,ACTION_DIGITAL,0.31
67326,LDSMFG_167325,ACTION_DIGITAL,0.71
67327,LDSMFG_167326,ACTION_DIGITAL,0.41
67328,LDSMFG_167327,ACTION_FIELD,0.36
67329,LDSMFG_167328,ACTION_HUMAN_CALL,0.41
67330,LDSMFG_167329,ACTION_DIGITAL,0.62
67331,LDSMFG_167330,ACTION_BOT,0.48
67332,LDSMFG_167331,ACTION_HUMAN_CALL,0.47
67333,LDSMFG_167332,ACTION_BOT,0.49
67334,LDSMFG_167333,ACTION_BOT,0.55
67335,LDSMFG_167334,ACTION_FIELD,0.42
67336,LDSMFG_167335,ACTION_DIGITAL,0.61
67337,LDSMFG_167336,ACTION_DIGITAL,0.79
67338,LDSMFG_167337,ACTION_BOT,0.46
67339,LDSMFG_167338,ACTION_HUMAN_CALL,0.66
67340,LDSMFG_167339,ACTION_FIELD,0.64
67341,LDSMFG_167340,ACTION_HUMAN_CALL,0.56
67342,LDSMFG_167341,ACTION_DIGITAL,0.54
67343,LDSMFG_167342,ACTION_BOT,0.39
67344,LDSMFG_167343,ACTION_DIGITAL,0.38
67345,LDSMFG_167344,ACTION_BOT,0.44
67346,LDSMFG_167345,ACTION_FIELD,0.73
67347,LDSMFG_167346,ACTION_HUMAN_CALL,0.44
67348,LDSMFG_167347,ACTION_HUMAN_CALL,0.28
67349,LDSMFG_167348,ACTION_FIELD,0.39
67350,LDSMFG_167349,ACTION_DIGITAL,0.35
67351,LDSMFG_167350,ACTION_FIELD,0.72
67352,LDSMFG_167351,ACTION_BOT,0.37
67353,LDSMFG_167352,ACTION_BOT,0.11
67354,LDSMFG_167353,ACTION_FIELD,0.45
67355,LDSMFG_167354,ACTION_HUMAN_CALL,0.53
67356,LDSMFG_167355,ACTION_FIELD,0.39
67357,LDSMFG_167356,ACTION_FIELD,0.46
67358,LDSMFG_167357,ACTION_FIELD,0.38
67359,LDSMFG_167358,ACTION_FIELD,0.69
67360,LDSMFG_167359,ACTION_DIGITAL,0.51
67361,LDSMFG_167360,ACTION_FIELD,0.69
67362,LDSMFG_167361,ACTION_DIGITAL,0.52
67363,LDSMFG_167362,ACTION_DIGITAL,0.37
67364,LDSMFG_167363,ACTION_DIGITAL,0.82
67365,LDSMFG_167364,ACTION_HUMAN_CALL,0.58
67366,LDSMFG_167365,ACTION_FIELD,0.53
67367,LDSMFG_167366,ACTION_FIELD,0.33
67368,LDSMFG_167367,ACTION_FIELD,0.41
67369,LDSMFG_167368,ACTION_BOT,0.31
67370,LDSMFG_167369,ACTION_BOT,0.26
67371,LDSMFG_167370,ACTION_DIGITAL,0.22
67372,LDSMFG_167371,ACTION_HUMAN_CALL,0.48
67373,LDSMFG_167372,ACTION_DIGITAL,0.14
67374,LDSMFG_167373,ACTION_BOT,0.08
67375,LDSMFG_167374,ACTION_DIGITAL,0.59
67376,LDSMFG_167375,ACTION_FIELD,0.47
67377,LDSMFG_167376,ACTION_DIGITAL,0.61
67378,LDSMFG_167377,ACTION_FIELD,0.76
67379,LDSMFG_167378,ACTION_FIELD,0.47
67380,LDSMFG_167379,ACTION_HUMAN_CALL,0.45
67381,LDSMFG_167380,ACTION_FIELD,0.43
67382,LDSMFG_167381,ACTION_BOT,0.68
67383,LDSMFG_167382,ACTION_DIGITAL,0.37
67384,LDSMFG_167383,ACTION_FIELD,0.42
67385,LDSMFG_167384,ACTION_HUMAN_CALL,0.35
67386,LDSMFG_167385,ACTION_HUMAN_CALL,0.52
67387,LDSMFG_167386,ACTION_BOT,0.44
67388,LDSMFG_167387,ACTION_BOT,0.13
67389,LDSMFG_167388,ACTION_BOT,0.25
67390,LDSMFG_167389,ACTION_FIELD,0.64
67391,LDSMFG_167390,ACTION_DIGITAL,0.67
67392,LDSMFG_167391,ACTION_FIELD,0.27
67393,LDSMFG_167392,ACTION_HUMAN_CALL,0.39
67394,LDSMFG_167393,ACTION_FIELD,0.43
67395,LDSMFG_167394,ACTION_HUMAN_CALL,0.63
67396,LDSMFG_167395,ACTION_HUMAN_CALL,0.44
67397,LDSMFG_167396,ACTION_DIGITAL,0.7
67398,LDSMFG_167397,ACTION_DIGITAL,0.39
67399,LDSMFG_167398,ACTION_BOT,0.2
67400,LDSMFG_167399,ACTION_HUMAN_CALL,0.55
67401,LDSMFG_167400,ACTION_FIELD,0.36
67402,LDSMFG_167401,ACTION_BOT,0.6
67403,LDSMFG_167402,ACTION_HUMAN_CALL,0.47
67404,LDSMFG_167403,ACTION_DIGITAL,0.51
67405,LDSMFG_167404,ACTION_HUMAN_CALL,0.41
67406,LDSMFG_167405,ACTION_FIELD,0.42
67407,LDSMFG_167406,ACTION_HUMAN_CALL,0.51
67408,LDSMFG_167407,ACTION_FIELD,0.66
67409,LDSMFG_167408,ACTION_FIELD,0.41
67410,LDSMFG_167409,ACTION_DIGITAL,0.64
67411,LDSMFG_167410,ACTION_DIGITAL,0.71
67412,LDSMFG_167411,ACTION_BOT,0.31
67413,LDSMFG_167412,ACTION_DIGITAL,0.47
67414,LDSMFG_167413,ACTION_DIGITAL,0.3
67415,LDSMFG_167414,ACTION_DIGITAL,0.84
67416,LDSMFG_167415,ACTION_FIELD,0.32
67417,LDSMFG_167416,ACTION_DIGITAL,0.51
67418,LDSMFG_167417,ACTION_BOT,0.27
67419,LDSMFG_167418,ACTION_FIELD,0.4
67420,LDSMFG_167419,ACTION_FIELD,0.41
67421,LDSMFG_167420,ACTION_HUMAN_CALL,0.41
67422,LDSMFG_167421,ACTION_BOT,0.42
67423,LDSMFG_167422,ACTION_BOT,0.32
67424,LDSMFG_167423,ACTION_HUMAN_CALL,0.37
67425,LDSMFG_167424,ACTION_FIELD,0.35
67426,LDSMFG_167425,ACTION_HUMAN_CALL,0.12
67427,LDSMFG_167426,ACTION_BOT,0.23
67428,LDSMFG_167427,ACTION_FIELD,0.39
67429,LDSMFG_167428,ACTION_FIELD,0.63
67430,LDSMFG_167429,ACTION_HUMAN_CALL,0.26
67431,LDSMFG_167430,ACTION_FIELD,0.33
67432,LDSMFG_167431,ACTION_DIGITAL,0.51
67433,LDSMFG_167432,ACTION_BOT,0.45
67434,LDSMFG_167433,ACTION_FIELD,0.41
67435,LDSMFG_167434,ACTION_HUMAN_CALL,0.59
67436,LDSMFG_167435,ACTION_FIELD,0.37
