lead_code,call_type,disposition,duration,start_time,agent_id
LDSMFG_145539,HUMAN,ANSWERED,93,2025-01-09,AG_135
LDSMFG_106381,HUMAN,NO_ANSWER,292,2025-01-02,AG_125
LDSMFG_164138,HUMAN,NO_ANSWER,172,2025-01-04,AG_105
LDSMFG_171732,HUMAN,NO_ANSWER,137,2025-01-23,AG_126
LDSMFG_185843,HUMAN,BUSY,18,2025-01-26,AG_139
LDSMFG_196334,HUMAN,NO_ANSWER,21,2025-01-02,AG_106
LDSMFG_179816,HUMAN,NO_ANSWER,298,2025-01-19,AG_123
LDSMFG_140419,HUMAN,ANSWERED,296,2025-01-28,AG_119
LDSMFG_123351,HUMAN,NO_ANSWER,26,2025-01-03,AG_117
LDSMFG_189868,HUMAN,NO_ANSWER,245,2025-01-17,AG_116
LDSMFG_144111,HUMAN,NO_ANSWER,47,2025-01-28,AG_103
LDSMFG_198014,HUMAN,NO_ANSWER,252,2025-01-12,AG_129
LDSMFG_127060,HUMAN,ANSWERED,55,2025-01-19,AG_128
LDSMFG_155152,HUMAN,ANSWERED,269,2025-01-04,AG_141
LDSMFG_177509,HUMAN,NO_ANSWER,53,2025-01-22,AG_143
LDSMFG_132305,HUMAN,NO_ANSWER,173,2025-01-09,AG_129
LDSMFG_188578,HUMAN,NO_ANSWER,68,2025-01-27,AG_129
LDSMFG_134254,HUMAN,BUSY,240,2025-01-02,AG_127
LDSMFG_171306,HUMAN,NO_ANSWER,219,2025-01-26,AG_100
LDSMFG_151280,HUMAN,NO_ANSWER,47,2025-01-30,AG_142
LDSMFG_123916,HUMAN,BUSY,18,2025-01-17,AG_129
LDSMFG_199324,HUMAN,ANSWERED,77,2025-01-24,AG_127
LDSMFG_189457,HUMAN,ANSWERED,84,2025-01-10,AG_118
LDSMFG_156630,HUMAN,NO_ANSWER,47,2025-01-20,AG_118
LDSMFG_161415,HUMAN,NO_ANSWER,295,2025-01-01,AG_111
LDSMFG_191408,HUMAN,BUSY,35,2025-01-17,AG_107
LDSMFG_141152,HUMAN,ANSWERED,193,2025-01-22,AG_133
LDSMFG_165202,HUMAN,NO_ANSWER,27,2025-01-16,AG_129
LDSMFG_115009,HUMAN,NO_ANSWER,52,2025-01-24,AG_103
LDSMFG_107369,HUMAN,ANSWERED,206,2025-01-17,AG_140
LDSMFG_130980,HUMAN,NO_ANSWER,269,2025-01-30,AG_114
LDSMFG_133361,HUMAN,NO_ANSWER,290,2025-01-18,AG_107
LDSMFG_131041,HUMAN,NO_ANSWER,270,2025-01-26,AG_135
LDSMFG_111381,HUMAN,NO_ANSWER,220,2025-01-05,AG_126
LDSMFG_193916,HUMAN,NO_ANSWER,89,2025-01-03,AG_145
LDSMFG_182850,HUMAN,ANSWERED,54,2025-01-23,AG_117
LDSMFG_110977,HUMAN,NO_ANSWER,115,2025-01-03,AG_123
LDSMFG_130273,HUMAN,NO_ANSWER,61,2025-01-03,AG_100
LDSMFG_125983,HUMAN,NO_ANSWER,149,2025-01-07,AG_117
LDSMFG_187573,HUMAN,NO_ANSWER,50,2025-01-22,AG_110
LDSMFG_173546,HUMAN,NO_ANSWER,39,2025-01-27,AG_119
LDSMFG_131963,HUMAN,ANSWERED,273,2025-01-17,AG_104
LDSMFG_129899,HUMAN,NO_ANSWER,28,2025-01-10,AG_117
LDSMFG_106902,HUMAN,BUSY,88,2025-01-15,AG_137
LDSMFG_153457,HUMAN,NO_ANSWER,138,2025-01-07,AG_132
LDSMFG_182072,HUMAN,NO_ANSWER,225,2025-01-11,AG_148
LDSMFG_169858,HUMAN,NO_ANSWER,282,2025-01-25,AG_105
LDSMFG_147688,HUMAN,NO_ANSWER,105,2025-01-20,AG_142
LDSMFG_178087,HUMAN,NO_ANSWER,231,2025-01-30,AG_144
LDSMFG_186543,HUMAN,NO_ANSWER,224,2025-01-13,AG_141
LDSMFG_171896,HUMAN,ANSWERED,262,2025-01-15,AG_116
LDSMFG_190894,HUMAN,NO_ANSWER,179,2025-01-08,AG_113
LDSMFG_181025,HUMAN,BUSY,91,2025-01-12,AG_127
LDSMFG_161812,HUMAN,NO_ANSWER,173,2025-01-19,AG_126
LDSMFG_160376,HUMAN,BUSY,110,2025-01-03,AG_128
LDSMFG_197746,HUMAN,NO_ANSWER,225,2025-01-26,AG_102
LDSMFG_133575,HUMAN,ANSWERED,266,2025-01-09,AG_113
LDSMFG_117501,HUMAN,BUSY,44,2025-01-20,AG_124
LDSMFG_152821,HUMAN,NO_ANSWER,208,2025-01-14,AG_117
LDSMFG_185635,HUMAN,ANSWERED,176,2025-01-17,AG_133
LDSMFG_167102,HUMAN,NO_ANSWER,297,2025-01-06,AG_115
LDSMFG_131188,HUMAN,NO_ANSWER,100,2025-01-18,AG_139
LDSMFG_119461,HUMAN,NO_ANSWER,124,2025-01-18,AG_100
LDSMFG_102053,HUMAN,NO_ANSWER,288,2025-01-29,AG_102
LDSMFG_101432,HUMAN,NO_ANSWER,271,2025-01-10,AG_105
LDSMFG_141264,HUMAN,NO_ANSWER,178,2025-01-08,AG_115
LDSMFG_197433,HUMAN,NO_ANSWER,76,2025-01-05,AG_136
LDSMFG_133293,HUMAN,NO_ANSWER,14,2025-01-10,AG_131
LDSMFG_140836,HUMAN,ANSWERED,139,2025-01-13,AG_123
LDSMFG_123182,HUMAN,NO_ANSWER,76,2025-01-21,AG_113
LDSMFG_136611,HUMAN,NO_ANSWER,220,2025-01-09,AG_125
LDSMFG_124007,HUMAN,NO_ANSWER,277,2025-01-28,AG_141
LDSMFG_125360,HUMAN,NO_ANSWER,10,2025-01-02,AG_110
LDSMFG_141558,HUMAN,ANSWERED,294,2025-01-23,AG_110
LDSMFG_180403,HUMAN,NO_ANSWER,112,2025-01-04,AG_135
LDSMFG_176776,HUMAN,NO_ANSWER,131,2025-01-09,AG_101
LDSMFG_103573,HUMAN,ANSWERED,232,2025-01-18,AG_149
LDSMFG_132807,HUMAN,ANSWERED,58,2025-01-12,AG_148
LDSMFG_133993,HUMAN,NO_ANSWER,176,2025-01-27,AG_128
LDSMFG_130581,HUMAN,NO_ANSWER,77,2025-01-19,AG_146
LDSMFG_160731,HUMAN,NO_ANSWER,175,2025-01-24,AG_118
LDSMFG_158938,HUMAN,NO_ANSWER,222,2025-01-24,AG_122
LDSMFG_152790,HUMAN,NO_ANSWER,26,2025-01-16,AG_141
LDSMFG_150635,HUMAN,NO_ANSWER,132,2025-01-10,AG_113
LDSMFG_121047,HUMAN,ANSWERED,137,2025-01-15,AG_116
LDSMFG_176032,HUMAN,ANSWERED,17,2025-01-10,AG_107
LDSMFG_113780,HUMAN,NO_ANSWER,32,2025-01-05,AG_101
LDSMFG_190164,HUMAN,BUSY,127,2025-01-27,AG_122
LDSMFG_187894,HUMAN,NO_ANSWER,173,2025-01-26,AG_124
LDSMFG_181240,HUMAN,NO_ANSWER,134,2025-01-18,AG_117
LDSMFG_198337,HUMAN,BUSY,62,2025-01-29,AG_107
LDSMFG_147315,HUMAN,ANSWERED,51,2025-01-02,AG_131
LDSMFG_196548,HUMAN,BUSY,1,2025-01-10,AG_117
LDSMFG_180570,HUMAN,ANSWERED,142,2025-01-12,AG_113
LDSMFG_165234,HUMAN,ANSWERED,18,2025-01-13,AG_105
LDSMFG_159951,HUMAN,NO_ANSWER,149,2025-01-01,AG_109
LDSMFG_174324,HUMAN,ANSWERED,126,2025-01-16,AG_139
LDSMFG_160085,HUMAN,ANSWERED,248,2025-01-04,AG_112
LDSMFG_118397,HUMAN,NO_ANSWER,22,2025-01-13,AG_117
LDSMFG_182847,HUMAN,ANSWERED,186,2025-01-11,AG_145
LDSMFG_147775,HUMAN,NO_ANSWER,290,2025-01-23,AG_146
LDSMFG_103177,HUMAN,BUSY,277,2025-01-16,AG_124
LDSMFG_157196,HUMAN,ANSWERED,252,2025-01-27,AG_115
LDSMFG_195469,HUMAN,NO_ANSWER,124,2025-01-29,AG_108
LDSMFG_183767,HUMAN,ANSWERED,279,2025-01-04,AG_149
LDSMFG_172652,HUMAN,NO_ANSWER,187,2025-01-28,AG_109
LDSMFG_118034,HUMAN,NO_ANSWER,218,2025-01-13,AG_123
LDSMFG_130523,HUMAN,NO_ANSWER,172,2025-01-26,AG_132
LDSMFG_121949,HUMAN,ANSWERED,183,2025-01-25,AG_102
LDSMFG_109401,HUMAN,ANSWERED,110,2025-01-04,AG_122
LDSMFG_124996,HUMAN,NO_ANSWER,26,2025-01-23,AG_132
LDSMFG_100325,HUMAN,NO_ANSWER,43,2025-01-15,AG_110
LDSMFG_107565,HUMAN,ANSWERED,44,2025-01-15,AG_124
LDSMFG_116772,HUMAN,ANSWERED,203,2025-01-29,AG_119
LDSMFG_100708,HUMAN,NO_ANSWER,256,2025-01-08,AG_126
LDSMFG_139842,HUMAN,BUSY,226,2025-01-22,AG_126
LDSMFG_131214,HUMAN,NO_ANSWER,110,2025-01-28,AG_117
LDSMFG_171065,HUMAN,NO_ANSWER,271,2025-01-20,AG_113
LDSMFG_155462,HUMAN,ANSWERED,267,2025-01-27,AG_105
LDSMFG_113796,HUMAN,ANSWERED,95,2025-01-23,AG_141
LDSMFG_117448,HUMAN,NO_ANSWER,119,2025-01-14,AG_117
LDSMFG_153450,HUMAN,ANSWERED,139,2025-01-03,AG_148
LDSMFG_117941,HUMAN,NO_ANSWER,157,2025-01-27,AG_110
LDSMFG_137550,HUMAN,ANSWERED,144,2025-01-19,AG_111
LDSMFG_195071,HUMAN,NO_ANSWER,215,2025-01-06,AG_133
LDSMFG_135282,HUMAN,BUSY,280,2025-01-30,AG_137
LDSMFG_171895,HUMAN,NO_ANSWER,264,2025-01-09,AG_101
LDSMFG_179965,HUMAN,NO_ANSWER,38,2025-01-18,AG_105
LDSMFG_149923,HUMAN,ANSWERED,206,2025-01-25,AG_134
LDSMFG_160740,HUMAN,NO_ANSWER,285,2025-01-16,AG_100
LDSMFG_194152,HUMAN,NO_ANSWER,283,2025-01-15,AG_140
LDSMFG_127403,HUMAN,ANSWERED,4,2025-01-15,AG_136
LDSMFG_147008,HUMAN,BUSY,54,2025-01-10,AG_113
LDSMFG_110771,HUMAN,ANSWERED,233,2025-01-12,AG_116
LDSMFG_160807,HUMAN,NO_ANSWER,92,2025-01-12,AG_134
LDSMFG_126659,HUMAN,NO_ANSWER,262,2025-01-09,AG_128
LDSMFG_185728,HUMAN,NO_ANSWER,52,2025-01-04,AG_130
LDSMFG_160028,HUMAN,NO_ANSWER,259,2025-01-06,AG_136
LDSMFG_124177,HUMAN,ANSWERED,166,2025-01-16,AG_106
LDSMFG_182055,HUMAN,ANSWERED,240,2025-01-10,AG_101
LDSMFG_188742,HUMAN,NO_ANSWER,255,2025-01-11,AG_138
LDSMFG_188746,HUMAN,NO_ANSWER,101,2025-01-27,AG_133
LDSMFG_111934,HUMAN,ANSWERED,85,2025-01-06,AG_142
LDSMFG_156808,HUMAN,BUSY,104,2025-01-18,AG_113
LDSMFG_124903,HUMAN,NO_ANSWER,185,2025-01-09,AG_117
LDSMFG_118702,HUMAN,BUSY,54,2025-01-10,AG_102
LDSMFG_197576,HUMAN,NO_ANSWER,37,2025-01-06,AG_111
LDSMFG_186723,HUMAN,NO_ANSWER,203,2025-01-26,AG_100
LDSMFG_182504,HUMAN,ANSWERED,47,2025-01-29,AG_128
LDSMFG_148710,HUMAN,NO_ANSWER,184,2025-01-28,AG_145
LDSMFG_107112,HUMAN,NO_ANSWER,95,2025-01-05,AG_125
LDSMFG_129223,HUMAN,NO_ANSWER,196,2025-01-25,AG_127
LDSMFG_131849,HUMAN,ANSWERED,247,2025-01-21,AG_110
LDSMFG_146761,HUMAN,ANSWERED,45,2025-01-30,AG_109
LDSMFG_179232,HUMAN,NO_ANSWER,90,2025-01-20,AG_109
LDSMFG_159106,HUMAN,NO_ANSWER,256,2025-01-25,AG_138
LDSMFG_199673,HUMAN,NO_ANSWER,197,2025-01-08,AG_105
LDSMFG_137218,HUMAN,NO_ANSWER,142,2025-01-15,AG_124
LDSMFG_180136,HUMAN,NO_ANSWER,8,2025-01-16,AG_133
LDSMFG_173290,HUMAN,NO_ANSWER,284,2025-01-24,AG_122
LDSMFG_117617,HUMAN,NO_ANSWER,296,2025-01-05,AG_145
LDSMFG_152658,HUMAN,NO_ANSWER,109,2025-01-16,AG_123
LDSMFG_180646,HUMAN,NO_ANSWER,250,2025-01-01,AG_123
LDSMFG_183994,HUMAN,NO_ANSWER,156,2025-01-19,AG_129
LDSMFG_132715,HUMAN,NO_ANSWER,48,2025-01-18,AG_123
LDSMFG_129932,HUMAN,ANSWERED,136,2025-01-17,AG_112
LDSMFG_178288,HUMAN,NO_ANSWER,215,2025-01-26,AG_104
LDSMFG_144539,HUMAN,NO_ANSWER,57,2025-01-09,AG_116
LDSMFG_180670,HUMAN,NO_ANSWER,190,2025-01-09,AG_123
LDSMFG_122712,HUMAN,BUSY,196,2025-01-18,AG_105
LDSMFG_171225,HUMAN,NO_ANSWER,283,2025-01-11,AG_146
LDSMFG_193388,HUMAN,ANSWERED,220,2025-01-23,AG_135
LDSMFG_103593,HUMAN,NO_ANSWER,51,2025-01-12,AG_125
LDSMFG_191398,HUMAN,NO_ANSWER,273,2025-01-19,AG_148
LDSMFG_128752,HUMAN,NO_ANSWER,35,2025-01-17,AG_132
LDSMFG_186806,HUMAN,NO_ANSWER,63,2025-01-01,AG_138
LDSMFG_128590,HUMAN,BUSY,65,2025-01-03,AG_142
LDSMFG_108400,HUMAN,NO_ANSWER,52,2025-01-22,AG_134
LDSMFG_146115,HUMAN,NO_ANSWER,65,2025-01-27,AG_113
LDSMFG_142010,HUMAN,NO_ANSWER,141,2025-01-28,AG_144
LDSMFG_118493,HUMAN,NO_ANSWER,57,2025-01-19,AG_133
LDSMFG_105195,HUMAN,NO_ANSWER,261,2025-01-13,AG_133
LDSMFG_155726,HUMAN,NO_ANSWER,211,2025-01-09,AG_135
LDSMFG_185177,HUMAN,NO_ANSWER,195,2025-01-25,AG_128
LDSMFG_110389,HUMAN,NO_ANSWER,20,2025-01-14,AG_116
LDSMFG_163114,HUMAN,ANSWERED,61,2025-01-13,AG_105
LDSMFG_160383,HUMAN,NO_ANSWER,235,2025-01-25,AG_109
LDSMFG_198102,HUMAN,NO_ANSWER,211,2025-01-06,AG_149
LDSMFG_128572,HUMAN,BUSY,55,2025-01-20,AG_131
LDSMFG_172445,HUMAN,NO_ANSWER,29,2025-01-22,AG_119
LDSMFG_136061,HUMAN,NO_ANSWER,136,2025-01-01,AG_134
LDSMFG_194158,HUMAN,NO_ANSWER,255,2025-01-19,AG_129
LDSMFG_151936,HUMAN,BUSY,120,2025-01-08,AG_108
LDSMFG_100943,HUMAN,NO_ANSWER,228,2025-01-10,AG_127
LDSMFG_129182,HUMAN,NO_ANSWER,186,2025-01-12,AG_125
LDSMFG_181377,HUMAN,NO_ANSWER,60,2025-01-25,AG_133
LDSMFG_158579,HUMAN,ANSWERED,179,2025-01-22,AG_113
LDSMFG_147870,HUMAN,BUSY,215,2025-01-22,AG_119
LDSMFG_114466,HUMAN,NO_ANSWER,173,2025-01-13,AG_131
LDSMFG_171993,HUMAN,NO_ANSWER,82,2025-01-14,AG_140
LDSMFG_193905,HUMAN,NO_ANSWER,200,2025-01-07,AG_123
LDSMFG_114070,HUMAN,NO_ANSWER,264,2025-01-01,AG_118
LDSMFG_191924,HUMAN,ANSWERED,223,2025-01-16,AG_127
LDSMFG_115127,HUMAN,NO_ANSWER,70,2025-01-25,AG_116
LDSMFG_154797,HUMAN,NO_ANSWER,7,2025-01-04,AG_102
LDSMFG_141832,HUMAN,NO_ANSWER,221,2025-01-22,AG_104
LDSMFG_143363,HUMAN,ANSWERED,133,2025-01-13,AG_102
LDSMFG_177936,HUMAN,NO_ANSWER,230,2025-01-10,AG_101
LDSMFG_106385,HUMAN,NO_ANSWER,133,2025-01-16,AG_112
LDSMFG_167142,HUMAN,BUSY,18,2025-01-15,AG_131
LDSMFG_170162,HUMAN,ANSWERED,253,2025-01-01,AG_142
LDSMFG_185246,HUMAN,NO_ANSWER,283,2025-01-06,AG_125
LDSMFG_102441,HUMAN,NO_ANSWER,63,2025-01-21,AG_120
LDSMFG_144149,HUMAN,ANSWERED,86,2025-01-14,AG_122
LDSMFG_182266,HUMAN,NO_ANSWER,275,2025-01-26,AG_126
LDSMFG_179795,HUMAN,NO_ANSWER,91,2025-01-05,AG_123
LDSMFG_133828,HUMAN,NO_ANSWER,7,2025-01-28,AG_135
LDSMFG_195376,HUMAN,NO_ANSWER,113,2025-01-13,AG_106
LDSMFG_152237,HUMAN,ANSWERED,6,2025-01-08,AG_111
LDSMFG_151627,HUMAN,NO_ANSWER,227,2025-01-13,AG_147
LDSMFG_102929,HUMAN,NO_ANSWER,256,2025-01-23,AG_116
LDSMFG_158084,HUMAN,NO_ANSWER,142,2025-01-23,AG_129
LDSMFG_146701,HUMAN,ANSWERED,141,2025-01-23,AG_115
LDSMFG_187535,HUMAN,NO_ANSWER,257,2025-01-17,AG_102
LDSMFG_127216,HUMAN,NO_ANSWER,156,2025-01-06,AG_116
LDSMFG_170283,HUMAN,NO_ANSWER,21,2025-01-02,AG_139
LDSMFG_137939,HUMAN,ANSWERED,118,2025-01-04,AG_125
LDSMFG_162953,HUMAN,NO_ANSWER,211,2025-01-28,AG_136
LDSMFG_162388,HUMAN,ANSWERED,96,2025-01-26,AG_126
LDSMFG_192516,HUMAN,ANSWERED,133,2025-01-20,AG_143
LDSMFG_117037,HUMAN,ANSWERED,180,2025-01-05,AG_134
LDSMFG_115536,HUMAN,ANSWERED,231,2025-01-12,AG_113
LDSMFG_173847,HUMAN,NO_ANSWER,131,2025-01-03,AG_110
LDSMFG_191852,HUMAN,BUSY,131,2025-01-19,AG_107
LDSMFG_138803,HUMAN,ANSWERED,155,2025-01-19,AG_140
LDSMFG_153391,HUMAN,ANSWERED,137,2025-01-25,AG_119
LDSMFG_117186,HUMAN,BUSY,206,2025-01-03,AG_117
LDSMFG_129122,HUMAN,NO_ANSWER,267,2025-01-06,AG_148
LDSMFG_172344,HUMAN,ANSWERED,24,2025-01-14,AG_104
LDSMFG_104965,HUMAN,NO_ANSWER,298,2025-01-24,AG_144
LDSMFG_155349,HUMAN,ANSWERED,6,2025-01-03,AG_110
LDSMFG_109170,HUMAN,NO_ANSWER,206,2025-01-03,AG_130
LDSMFG_145581,HUMAN,NO_ANSWER,236,2025-01-09,AG_134
LDSMFG_107451,HUMAN,NO_ANSWER,3,2025-01-07,AG_123
LDSMFG_165175,HUMAN,NO_ANSWER,92,2025-01-03,AG_139
LDSMFG_160036,HUMAN,NO_ANSWER,159,2025-01-09,AG_100
LDSMFG_191883,HUMAN,ANSWERED,259,2025-01-29,AG_103
LDSMFG_183582,HUMAN,NO_ANSWER,219,2025-01-07,AG_116
LDSMFG_196931,HUMAN,NO_ANSWER,175,2025-01-06,AG_139
LDSMFG_126194,HUMAN,NO_ANSWER,111,2025-01-21,AG_146
LDSMFG_120032,HUMAN,NO_ANSWER,260,2025-01-21,AG_116
LDSMFG_183395,HUMAN,ANSWERED,118,2025-01-08,AG_110
LDSMFG_188362,HUMAN,NO_ANSWER,186,2025-01-22,AG_143
LDSMFG_181629,HUMAN,NO_ANSWER,135,2025-01-24,AG_117
LDSMFG_162690,HUMAN,NO_ANSWER,83,2025-01-20,AG_113
LDSMFG_185109,HUMAN,NO_ANSWER,80,2025-01-16,AG_109
LDSMFG_169394,HUMAN,ANSWERED,122,2025-01-20,AG_137
LDSMFG_104418,HUMAN,BUSY,117,2025-01-27,AG_137
LDSMFG_174870,HUMAN,NO_ANSWER,168,2025-01-29,AG_140
LDSMFG_194678,HUMAN,ANSWERED,141,2025-01-11,AG_101
LDSMFG_196237,HUMAN,BUSY,163,2025-01-10,AG_102
LDSMFG_198508,HUMAN,NO_ANSWER,116,2025-01-29,AG_106
LDSMFG_146515,HUMAN,ANSWERED,237,2025-01-09,AG_137
LDSMFG_117162,HUMAN,ANSWERED,180,2025-01-09,AG_127
LDSMFG_196426,HUMAN,NO_ANSWER,251,2025-01-22,AG_126
LDSMFG_104391,HUMAN,ANSWERED,17,2025-01-04,AG_115
LDSMFG_163503,HUMAN,NO_ANSWER,151,2025-01-13,AG_143
LDSMFG_136411,HUMAN,BUSY,168,2025-01-02,AG_101
LDSMFG_106161,HUMAN,ANSWERED,254,2025-01-29,AG_148
LDSMFG_146596,HUMAN,ANSWERED,174,2025-01-21,AG_147
LDSMFG_129670,HUMAN,BUSY,0,2025-01-01,AG_110
LDSMFG_197836,HUMAN,NO_ANSWER,203,2025-01-07,AG_114
LDSMFG_129795,HUMAN,ANSWERED,296,2025-01-04,AG_119
LDSMFG_104039,HUMAN,ANSWERED,29,2025-01-06,AG_123
LDSMFG_172656,HUMAN,NO_ANSWER,274,2025-01-08,AG_146
LDSMFG_153788,HUMAN,ANSWERED,51,2025-01-03,AG_124
LDSMFG_183223,HUMAN,NO_ANSWER,58,2025-01-23,AG_113
LDSMFG_197931,HUMAN,ANSWERED,166,2025-01-03,AG_109
LDSMFG_125851,HUMAN,NO_ANSWER,28,2025-01-10,AG_107
LDSMFG_137156,HUMAN,BUSY,273,2025-01-25,AG_114
LDSMFG_182619,HUMAN,NO_ANSWER,102,2025-01-28,AG_148
LDSMFG_108962,HUMAN,NO_ANSWER,203,2025-01-16,AG_104
LDSMFG_153688,HUMAN,ANSWERED,130,2025-01-06,AG_106
LDSMFG_140926,HUMAN,NO_ANSWER,242,2025-01-19,AG_133
LDSMFG_133904,HUMAN,BUSY,194,2025-01-17,AG_119
LDSMFG_121272,HUMAN,ANSWERED,288,2025-01-11,AG_148
LDSMFG_195875,HUMAN,NO_ANSWER,242,2025-01-18,AG_141
LDSMFG_178136,HUMAN,ANSWERED,128,2025-01-03,AG_139
LDSMFG_174105,HUMAN,BUSY,199,2025-01-27,AG_123
LDSMFG_164895,HUMAN,NO_ANSWER,112,2025-01-19,AG_128
LDSMFG_135561,HUMAN,NO_ANSWER,11,2025-01-23,AG_139
LDSMFG_130538,HUMAN,NO_ANSWER,237,2025-01-21,AG_138
LDSMFG_123116,HUMAN,NO_ANSWER,265,2025-01-05,AG_105
LDSMFG_128719,HUMAN,BUSY,61,2025-01-27,AG_134
LDSMFG_168978,HUMAN,BUSY,126,2025-01-06,AG_114
LDSMFG_186224,HUMAN,NO_ANSWER,141,2025-01-09,AG_118
LDSMFG_146620,HUMAN,NO_ANSWER,72,2025-01-24,AG_126
LDSMFG_158476,HUMAN,NO_ANSWER,104,2025-01-14,AG_133
LDSMFG_148388,HUMAN,ANSWERED,77,2025-01-16,AG_101
LDSMFG_127129,HUMAN,ANSWERED,253,2025-01-29,AG_107
LDSMFG_130563,HUMAN,NO_ANSWER,24,2025-01-26,AG_106
LDSMFG_116899,HUMAN,BUSY,209,2025-01-15,AG_144
LDSMFG_110477,HUMAN,NO_ANSWER,173,2025-01-08,AG_148
LDSMFG_108680,HUMAN,ANSWERED,130,2025-01-01,AG_126
LDSMFG_186672,HUMAN,NO_ANSWER,112,2025-01-13,AG_134
LDSMFG_126118,HUMAN,ANSWERED,47,2025-01-05,AG_123
LDSMFG_125653,HUMAN,ANSWERED,24,2025-01-30,AG_149
LDSMFG_184170,HUMAN,NO_ANSWER,13,2025-01-07,AG_123
LDSMFG_115149,HUMAN,NO_ANSWER,290,2025-01-11,AG_136
LDSMFG_161292,HUMAN,BUSY,80,2025-01-19,AG_128
LDSMFG_185134,HUMAN,NO_ANSWER,215,2025-01-05,AG_129
LDSMFG_147061,HUMAN,NO_ANSWER,77,2025-01-11,AG_128
LDSMFG_131901,HUMAN,ANSWERED,112,2025-01-10,AG_119
LDSMFG_173022,HUMAN,NO_ANSWER,274,2025-01-29,AG_138
LDSMFG_130529,HUMAN,NO_ANSWER,171,2025-01-03,AG_145
LDSMFG_156081,HUMAN,BUSY,175,2025-01-06,AG_115
LDSMFG_138232,HUMAN,NO_ANSWER,221,2025-01-27,AG_148
LDSMFG_111754,HUMAN,BUSY,41,2025-01-21,AG_143
LDSMFG_158448,HUMAN,NO_ANSWER,110,2025-01-17,AG_101
LDSMFG_185268,HUMAN,NO_ANSWER,170,2025-01-09,AG_127
LDSMFG_108942,HUMAN,NO_ANSWER,120,2025-01-13,AG_137
LDSMFG_167583,HUMAN,NO_ANSWER,197,2025-01-06,AG_144
LDSMFG_148574,HUMAN,ANSWERED,34,2025-01-07,AG_147
LDSMFG_175108,HUMAN,NO_ANSWER,117,2025-01-15,AG_137
LDSMFG_144248,HUMAN,NO_ANSWER,219,2025-01-28,AG_106
LDSMFG_158125,HUMAN,ANSWERED,244,2025-01-17,AG_137
LDSMFG_164038,HUMAN,NO_ANSWER,298,2025-01-22,AG_139
LDSMFG_173365,HUMAN,NO_ANSWER,111,2025-01-30,AG_139
LDSMFG_161784,HUMAN,ANSWERED,101,2025-01-21,AG_114
LDSMFG_194061,HUMAN,ANSWERED,59,2025-01-22,AG_138
LDSMFG_143907,HUMAN,ANSWERED,110,2025-01-16,AG_116
LDSMFG_170132,HUMAN,ANSWERED,40,2025-01-08,AG_129
LDSMFG_167390,HUMAN,ANSWERED,241,2025-01-18,AG_137
LDSMFG_133174,HUMAN,NO_ANSWER,30,2025-01-08,AG_115
LDSMFG_164173,HUMAN,NO_ANSWER,139,2025-01-03,AG_103
LDSMFG_111239,HUMAN,ANSWERED,232,2025-01-02,AG_114
LDSMFG_186424,HUMAN,BUSY,244,2025-01-26,AG_123
LDSMFG_117950,HUMAN,NO_ANSWER,53,2025-01-28,AG_106
LDSMFG_108649,HUMAN,BUSY,201,2025-01-08,AG_137
LDSMFG_179145,HUMAN,NO_ANSWER,25,2025-01-04,AG_123
LDSMFG_118763,HUMAN,NO_ANSWER,76,2025-01-13,AG_126
LDSMFG_131634,HUMAN,NO_ANSWER,198,2025-01-27,AG_112
LDSMFG_191422,HUMAN,ANSWERED,22,2025-01-05,AG_100
LDSMFG_118592,HUMAN,NO_ANSWER,18,2025-01-28,AG_128
LDSMFG_100897,HUMAN,NO_ANSWER,105,2025-01-16,AG_103
LDSMFG_184493,HUMAN,ANSWERED,236,2025-01-23,AG_115
LDSMFG_136888,HUMAN,BUSY,210,2025-01-15,AG_115
LDSMFG_186776,HUMAN,NO_ANSWER,77,2025-01-15,AG_137
LDSMFG_193940,HUMAN,ANSWERED,182,2025-01-09,AG_112
LDSMFG_133496,HUMAN,ANSWERED,7,2025-01-17,AG_133
LDSMFG_163232,HUMAN,ANSWERED,263,2025-01-12,AG_105
LDSMFG_174611,HUMAN,ANSWERED,94,2025-01-01,AG_142
LDSMFG_142362,HUMAN,ANSWERED,230,2025-01-20,AG_120
LDSMFG_117392,HUMAN,ANSWERED,79,2025-01-01,AG_115
LDSMFG_139359,HUMAN,NO_ANSWER,214,2025-01-15,AG_130
LDSMFG_121689,HUMAN,NO_ANSWER,214,2025-01-20,AG_101
LDSMFG_194424,HUMAN,ANSWERED,255,2025-01-12,AG_118
LDSMFG_121671,HUMAN,BUSY,65,2025-01-25,AG_116
LDSMFG_117765,HUMAN,NO_ANSWER,223,2025-01-04,AG_129
LDSMFG_140169,HUMAN,NO_ANSWER,143,2025-01-28,AG_122
LDSMFG_156005,HUMAN,NO_ANSWER,160,2025-01-08,AG_104
LDSMFG_153621,HUMAN,NO_ANSWER,121,2025-01-14,AG_147
LDSMFG_192245,HUMAN,NO_ANSWER,11,2025-01-02,AG_131
LDSMFG_175565,HUMAN,BUSY,46,2025-01-19,AG_149
LDSMFG_141282,HUMAN,NO_ANSWER,34,2025-01-02,AG_130
LDSMFG_100022,HUMAN,ANSWERED,127,2025-01-20,AG_142
LDSMFG_127871,HUMAN,BUSY,152,2025-01-18,AG_136
LDSMFG_186371,HUMAN,ANSWERED,84,2025-01-01,AG_144
